n_pkt,thput
5,5818181
5,7111111
25,4289544
25,3278688
50,3453858
50,3807257
100,3695683
100,3488689
200,3536155
200,3440166
400,3152588
400,3243431
800,2626908
800,2584055
5,3200000
5,2461538
25,3669724
25,3319502
50,2881584
50,3292181
100,3839232
100,3636880
200,3476961
200,3404255
400,2877313
400,2782873
800,2701619
800,2679427
5,3764705
5,2285714
25,4210526
25,3571428
50,4577968
50,3601575
100,3652968
100,3483941
200,3516966
200,3422459
400,3354462
400,3192716
800,2711227
800,2692779
5,3368421
5,4000000
25,3532008
25,3094777
50,4507042
50,3565459
100,3669724
100,3562978
200,3209125
200,3072215
400,3208396
400,3134230
800,2699976
800,2686046
5,3368421
5,2560000
25,3892944
25,3478260
50,3749267
50,3470715
100,3595000
100,3879963
200,3658580
200,3421202
400,3400863
400,3185937
800,2361051
800,2351566
