n_pkt,thput
1,256000
1,256000
1,256000
1,13473
1,256000
1,128000
1,28444
1,256000
1,256000
1,85333
1,23272
1,42666
1,85333
1,256000
1,42666
1,51200
1,32000
1,25600
1,36571
1,12190
1,42666
1,85333
1,85333
1,32000
1,256000
1,128000
1,85333
1,85333
1,128000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,85333
1,51200
1,42666
1,256000
1,64000
1,256000
1,12190
1,128000
1,128000
1,85333
1,14222
1,64000
1,256000
1,10666
1,14222
1,36571
1,18285
1,256000
1,256000
1,256000
1,19692
1,85333
1,256000
1,256000
1,85333
1,7529
1,51200
1,85333
1,19692
1,32000
1,256000
1,128000
1,85333
1,6918
1,9846
1,18285
1,51200
1,42666
1,42666
1,85333
1,64000
1,5565
1,25600
1,28444
1,28444
1,18285
1,6400
1,128000
1,85333
1,42666
1,36571
1,19692
1,42666
1,128000
1,128000
1,10240
1,64000
1,10666
1,9142
1,36571
1,64000
1,12190
1,36571
1,18285
1,85333
1,85333
1,9142
1,8258
1,18285
1,256000
1,128000
1,256000
1,64000
1,85333
1,23272
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,51200
1,256000
1,64000
1,256000
1,128000
1,85333
1,128000
1,64000
1,256000
1,128000
1,128000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,64000
1,256000
1,256000
1,51200
1,128000
1,36571
1,256000
1,256000
1,256000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,128000
1,51200
1,36571
1,25600
1,85333
1,128000
1,256000
1,51200
1,64000
1,128000
1,5953
1,9481
1,5953
1,9142
1,10240
1,12190
1,10666
1,51200
1,7314
1,17066
1,12800
1,19692
1,9481
1,8533
1,8258
1,8000
1,7314
1,6918
1,6243
1,6564
1,7314
1,11130
1,10666
1,9481
1,9481
1,6243
1,5565
1,10666
1,14222
1,6564
