rtt,thput,total_time,total_data
0.881332,557701297.581388,4980000,491520000
0.777500,632180064.308682,4228000,491520000
0.883909,556075342.597485,4447999,491520000
1.056480,465243071.331213,4412000,491520000
1.451411,338649769.086771,5624000,491520000
