n_pkt,thput
5,12800000
5,8000000
5,8000000
5,8000000
25,4134366
25,2015113
25,2259887
25,1995012
50,1871892
50,2205375
50,1742919
50,1695813
100,2357274
100,2350996
100,2277782
100,2230353
200,2081808
200,1965073
200,2005130
200,1912338
400,1410376
400,1381739
400,1375706
400,1353172
800,965151
800,957375
800,955474
800,951083
5,4923076
5,3555555
5,3047619
5,2909090
25,3611738
25,2398800
25,2312138
25,2523659
50,2034329
50,1858304
50,1710315
50,1642710
100,2346901
100,2414183
100,2264685
100,2249560
200,2073798
200,2019763
200,1999180
200,1947397
400,1249931
400,1243540
400,1269723
400,1231657
800,932722
800,914199
800,921398
800,910976
5,5333333
5,2560000
5,2560000
5,5818181
25,2763385
25,2398800
25,2159244
25,2173913
50,2378298
50,1942336
50,1753424
50,1670582
100,1839344
100,1757396
100,1636619
100,1607535
200,2302261
200,2072329
200,2011708
200,1911589
400,1548634
400,1530780
400,1509322
400,1495753
800,998273
800,1010719
800,995646
800,990627
5,5333333
5,4266666
5,9142857
5,3555555
25,3245436
25,2523659
25,2370370
25,2384500
50,2255109
50,2352941
50,2517702
50,2185046
100,2282046
100,2232298
100,2318000
100,2212810
200,2077036
200,2014558
200,1968435
200,1944913
400,1455770
400,1444043
400,1399150
400,1393091
800,991568
800,983954
800,976092
800,973771
5,5333333
5,3047619
5,3555555
5,3555555
25,2867383
25,1836969
25,1748633
25,1731601
50,3121951
50,2453987
50,2442748
50,2279202
100,1741378
100,1688320
100,1633278
100,1611076
200,1719765
200,2118284
200,2029893
200,1985573
400,1511388
400,1482087
400,1475993
400,1472241
800,714884
800,976530
800,983948
800,971024
