n_pkt,thput
1,128000
1,64000
1,85333
1,64000
1,128000
1,9142
1,256000
1,15058
1,12800
1,12190
1,64000
1,7529
1,23272
1,12800
1,21333
1,28444
1,128000
1,36571
1,15058
1,36571
1,10666
1,25600
1,28444
1,25600
1,36571
1,25600
1,17066
1,9481
1,8258
1,8533
1,6243
1,6400
1,6400
1,8533
1,7757
1,7757
1,8258
1,8000
1,9142
1,8827
1,8533
1,7111
1,11130
1,10666
1,10666
1,12800
1,11636
1,13473
1,14222
1,21333
1,28444
1,36571
1,36571
1,4923
1,4413
1,11636
1,11636
1,12800
1,32000
1,256000
1,256000
1,5446
1,17066
1,256000
1,14222
1,19692
1,11636
1,15058
1,36571
1,64000
1,51200
1,8827
1,256000
1,51200
1,9142
1,256000
1,14222
1,5019
1,256000
1,128000
1,6736
1,4830
1,12800
1,6095
1,17066
1,85333
1,28444
1,51200
1,256000
1,256000
1,25600
1,256000
1,36571
1,36571
1,128000
1,36571
1,17066
1,36571
1,4491
1,256000
1,256000
1,18285
1,256000
1,17066
1,15058
1,21333
1,128000
1,128000
1,16000
1,51200
1,64000
1,256000
1,128000
1,128000
1,128000
1,12800
1,64000
1,64000
1,64000
1,128000
1,36571
1,28444
1,256000
1,128000
1,64000
1,128000
1,128000
1,128000
1,36571
1,42666
1,256000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,64000
1,256000
1,256000
1,256000
1,42666
1,51200
1,128000
1,256000
1,64000
1,42666
1,128000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,42666
1,256000
1,28444
1,128000
1,128000
1,128000
1,17066
1,11130
1,10240
1,10240
1,9846
1,9142
1,7757
1,7111
1,7111
1,10666
1,11636
1,15058
1,12190
1,21333
1,42666
1,21333
1,8827
1,8258
1,7529
1,36571
1,36571
1,23272
1,14222
1,15058
1,11130
1,9142
1,10240
1,6918
1,6918
1,7111
1,7314
1,5953
1,10666
1,10666
1,10240
1,10666
1,6243
1,7111
1,5953
1,18285
1,6400
1,21333
1,25600
1,7529
1,21333
1,128000
1,32000
1,51200
1,16000
1,21333
1,13473
1,28444
1,17066
1,25600
1,19692
1,85333
1,64000
1,256000
1,25600
1,36571
1,14222
1,16000
1,128000
1,256000
1,128000
1,19692
1,51200
1,16000
1,18285
1,13473
1,64000
1,128000
1,128000
1,51200
1,256000
1,42666
1,256000
1,256000
1,8827
1,25600
1,18285
1,23272
1,25600
1,85333
1,19692
1,256000
1,256000
1,256000
1,36571
1,256000
1,128000
1,15058
1,18285
1,51200
1,64000
1,256000
1,15058
1,256000
1,51200
1,32000
1,256000
1,32000
1,64000
1,36571
1,256000
1,32000
1,25600
1,128000
1,256000
1,11130
1,32000
1,28444
1,19692
1,13473
1,28444
1,256000
1,256000
1,25600
1,256000
1,85333
1,128000
1,17066
1,64000
1,64000
1,128000
1,256000
1,256000
1,32000
1,42666
1,51200
1,256000
1,128000
1,32000
1,128000
1,85333
1,23272
1,64000
