n_pkt,thput
1,36571
1,128000
1,64000
1,256000
1,64000
1,36571
1,85333
1,128000
1,128000
1,128000
1,128000
1,16000
1,85333
1,51200
1,51200
1,64000
1,256000
1,19692
1,42666
1,128000
1,256000
1,256000
1,256000
1,19692
1,8258
1,256000
1,2265
1,42666
1,256000
1,128000
1,36571
1,256000
1,23272
1,51200
1,64000
1,28444
1,28444
1,28444
1,256000
1,2265
1,5688
1,4740
1,256000
1,19692
1,128000
1,85333
1,256000
1,15058
1,8000
1,1471
1,6918
1,42666
1,128000
1,128000
1,2876
1,2909
1,2909
1,4063
1,2942
1,3200
1,14222
1,3657
1,10666
1,128000
1,128000
1,85333
1,128000
1,64000
1,128000
1,64000
1,51200
1,256000
1,28444
1,256000
1,256000
1,128000
1,128000
1,25600
1,19692
1,28444
1,128000
1,128000
1,256000
1,256000
1,256000
1,256000
1,128000
1,256000
1,10240
1,13473
1,36571
1,13473
1,85333
1,15058
1,256000
1,14222
1,28444
1,12190
1,256000
1,12800
1,17066
1,16000
1,85333
1,85333
1,64000
1,16000
1,256000
1,256000
1,85333
1,256000
1,256000
1,9142
1,42666
1,128000
1,256000
1,256000
1,128000
1,64000
1,256000
1,256000
1,64000
1,51200
1,256000
1,256000
1,16000
1,128000
1,256000
1,36571
1,16000
1,23272
1,42666
1,19692
1,42666
1,25600
1,10666
1,128000
1,51200
1,51200
1,42666
1,7111
1,23272
1,256000
1,85333
1,51200
1,128000
1,14222
1,51200
1,51200
1,51200
1,51200
1,128000
1,85333
1,128000
1,32000
1,128000
1,51200
1,13473
1,10666
1,25600
1,256000
1,23272
1,28444
1,85333
1,42666
1,12190
1,256000
1,64000
1,19692
1,42666
1,14222
1,51200
1,51200
1,51200
1,42666
1,64000
1,64000
1,64000
1,256000
1,32000
1,256000
1,25600
1,12800
1,19692
1,19692
1,19692
1,25600
1,25600
1,25600
1,64000
1,15058
1,6095
1,5120
1,3938
1,5019
1,4266
1,12800
1,4063
1,4830
1,4830
1,2694
1,4923
1,4654
1,4654
1,4063
1,4413
1,4740
1,4413
1,6918
1,11130
1,11130
1,16000
1,15058
1,16000
1,15058
1,8827
1,9142
1,12190
1,11636
1,6243
1,6400
1,6400
1,6736
1,6736
1,2639
1,7757
1,6400
1,4129
1,5953
1,8533
1,10240
1,9846
1,10240
1,10240
1,10666
1,16000
1,17066
1,25600
1,51200
1,51200
1,51200
1,7111
1,7529
1,8258
1,7314
1,9142
1,8827
1,64000
1,8827
1,12190
1,85333
1,256000
1,128000
1,256000
1,256000
1,128000
1,256000
1,256000
1,5019
1,4923
1,256000
1,256000
1,128000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,256000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,16000
1,18285
1,85333
1,17066
1,16000
1,85333
1,85333
1,85333
1,256000
1,256000
1,7529
1,256000
1,128000
1,7111
1,128000
1,128000
1,85333
1,25600
1,6095
1,7111
1,9481
1,9142
1,10240
1,256000
1,256000
1,128000
1,8000
1,13473
1,256000
1,256000
1,128000
1,128000
1,256000
1,256000
1,128000
1,128000
1,128000
1,256000
1,6564
1,256000
1,4571
1,10240
1,128000
1,256000
1,32000
1,128000
1,51200
1,256000
1,128000
1,128000
1,6243
1,256000
1,5565
1,128000
1,14222
1,11130
1,128000
1,128000
1,13473
1,256000
1,4923
1,12190
1,16000
1,13473
1,128000
1,17066
1,85333
1,7529
1,6736
1,5333
1,19692
1,256000
1,51200
1,14222
1,256000
1,32000
1,128000
1,21333
1,128000
1,17066
1,256000
1,5446
1,12800
1,256000
1,256000
1,51200
1,256000
1,256000
1,17066
1,25600
1,64000
1,256000
1,16000
1,9846
1,256000
1,256000
1,128000
1,128000
1,256000
1,64000
1,64000
1,42666
1,51200
1,128000
1,128000
1,21333
1,256000
1,256000
1,2666
1,256000
1,21333
1,32000
1,85333
1,25600
1,64000
1,51200
1,12800
1,42666
1,128000
1,42666
1,17066
1,23272
1,28444
1,11130
1,25600
1,12190
1,36571
1,21333
1,23272
1,19692
1,5818
1,5953
1,19692
1,64000
1,51200
1,10666
1,51200
1,36571
1,51200
1,51200
1,128000
1,42666
1,36571
1,64000
1,64000
1,64000
1,64000
1,64000
1,85333
1,21333
1,64000
1,42666
1,36571
1,9142
1,21333
1,32000
1,42666
1,42666
1,85333
1,42666
1,42666
1,64000
1,85333
1,85333
1,42666
1,28444
1,28444
1,128000
1,8533
1,256000
1,256000
1,128000
1,128000
1,256000
1,128000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,128000
1,128000
1,64000
1,85333
1,128000
1,64000
1,19692
1,256000
1,7757
1,14222
1,11636
1,21333
1,8827
1,51200
1,4830
1,128000
1,256000
1,28444
1,128000
1,256000
1,256000
1,128000
1,42666
1,128000
1,51200
1,9846
1,256000
1,256000
1,256000
1,8533
1,256000
1,256000
1,128000
1,85333
1,128000
1,51200
1,51200
1,9481
1,25600
1,23272
1,16000
1,25600
1,25600
1,28444
1,32000
1,42666
1,51200
1,128000
1,51200
1,128000
1,128000
1,28444
1,32000
1,42666
1,128000
1,256000
1,128000
1,42666
1,85333
1,42666
1,36571
1,42666
1,64000
1,128000
1,85333
1,85333
1,128000
1,128000
1,128000
1,256000
1,128000
1,256000
1,3555
1,36571
1,128000
1,128000
1,128000
1,9142
1,28444
1,256000
1,32000
1,9142
1,11130
1,9846
1,9142
1,6400
1,5224
1,4830
1,4923
1,5446
1,5565
1,4740
1,4830
1,4923
1,4923
1,4923
1,4923
1,5019
1,5446
1,5019
1,4923
1,4923
1,4923
1,5019
1,5224
1,6095
1,8533
1,9142
1,9481
1,9481
1,12190
1,36571
1,42666
1,85333
1,4830
1,4830
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,256000
1,128000
1,128000
1,85333
1,85333
1,85333
1,256000
1,64000
1,36571
1,13473
1,10666
1,51200
1,36571
1,21333
1,6095
1,5446
1,5565
1,4491
1,4571
1,4830
1,6400
1,5019
1,5019
1,5333
1,5446
1,3605
1,4413
1,3506
1,3324
1,2392
1,2245
1,2285
1,2245
1,2285
1,2226
1,2392
1,2560
1,2752
1,2723
1,2942
1,3160
1,3160
1,3121
1,4000
1,2245
1,2392
1,2813
1,6095
1,12800
1,3200
1,4063
1,2226
1,128000
1,128000
1,28444
1,128000
1,2813
1,42666
1,10666
1,9481
1,7529
1,4571
1,4266
1,3368
1,5688
1,3605
1,3657
1,3605
1,3047
1,3368
1,2694
1,2534
1,2226
1,2226
1,2245
1,2265
1,2285
1,2306
1,2226
1,2327
1,2415
1,2415
1,2438
1,2639
1,3938
1,4491
1,4654
1,7529
1,2206
1,19692
1,21333
1,32000
1,32000
1,32000
1,42666
1,36571
