rtt,thput,total_time,payload_size
0.349200,234593.356243,884000,81920
0.466000,175793.991416,988000,81920
0.578000,141730.103806,1084000,81920
0.708000,115706.214689,1192000,81920
0.841200,97384.688540,1288000,81920
1.291600,63425.209043,1724000,81920
1.032000,79379.844961,1076000,81920
1.026800,79781.846513,1068000,81920
1.039200,78829.869130,1080000,81920
1.022400,80125.195618,1064000,81920
1.036800,79012.345679,1084000,81920
1.049600,78048.780488,1096000,81920
1.044000,78467.432950,1088000,81920
1.043600,78497.508624,1080000,81920
1.029200,79595.802565,1088000,81920
1.027200,79750.778816,1088000,81920
1.025200,79906.359735,1084000,81920
1.024000,80000.000000,1080000,81920
0.968800,84558.216350,1020000,81920
0.990000,82747.474747,1020000,81920
0.121600,673684.210526,400000,81920
0.261200,313629.402757,484000,81920
0.314400,260559.796438,500000,81920
0.402800,203376.365442,536000,81920
0.448000,182857.142857,560000,81920
0.485600,168698.517298,584000,81920
0.509200,160879.811469,608000,81920
0.532400,153869.271225,632000,81920
0.556400,147232.207045,656000,81920
0.581600,140852.819807,684000,81920
0.598000,136989.966555,700000,81920
0.622400,131619.537275,724000,81920
0.644400,127126.008690,748000,81920
0.665200,123150.932051,768000,81920
0.678000,120825.958702,776000,81920
0.702400,116628.701595,796000,81920
0.721600,113525.498891,808000,81920
0.744000,110107.526882,824000,81920
0.751200,109052.183174,832000,81920
0.750000,109226.666667,812000,81920
0.762800,107393.812271,812000,81920
0.671200,122050.059595,712000,81920
0.110800,739350.180505,320000,81920
0.630000,130031.746032,1436000,81920
0.802800,102042.850025,1632000,81920
0.987600,82948.562171,1848000,81920
1.191600,68747.901981,2080000,81920
1.398400,58581.235698,2296000,81920
1.615600,50705.620203,2516000,81920
1.816800,45090.268604,2584000,81920
1.053600,77752.467730,1152000,81920
1.058800,77370.608236,1156000,81920
1.077600,76020.786934,1176000,81920
1.086400,75405.007364,1184000,81920
1.092000,75018.315018,1188000,81920
1.093600,74908.558888,1184000,81920
1.054400,77693.474962,1112000,81920
1.072000,76417.910448,1124000,81920
1.044000,78467.432950,1088000,81920
0.045200,1812389.380531,108000,81920
0.125600,652229.299363,272000,81920
0.167200,489952.153110,320000,81920
0.560800,146077.032810,892000,81920
0.638400,128320.802005,920000,81920
0.764000,107225.130890,976000,81920
0.831600,98508.898509,1008000,81920
0.891200,91921.005386,1052000,81920
0.935600,87558.785806,1084000,81920
0.968000,84628.099174,1104000,81920
1.000400,81887.245102,1128000,81920
1.028800,79626.749611,1144000,81920
1.059200,77341.389728,1160000,81920
1.071600,76446.435237,1156000,81920
1.093200,74935.967801,1160000,81920
1.033200,79287.650019,1060000,81920
0.293600,279019.073569,976000,81920
0.880000,93090.909091,1828000,81920
1.120400,73116.744020,2208000,81920
1.312800,62400.975015,2336000,81920
1.552400,52769.904664,2608000,81920
1.802800,45440.426004,2840000,81920
1.024400,79968.762202,1056000,81920
0.322800,253779.429988,1012000,81920
0.602000,136079.734219,1408000,81920
0.764800,107112.970711,1452000,81920
0.920800,88966.116421,1480000,81920
1.055600,77605.153467,1492000,81920
1.190800,68794.088008,1516000,81920
1.273200,64341.815897,1496000,81920
1.358800,60288.489844,1500000,81920
0.123600,662783.171521,276000,81920
0.213600,383520.599251,336000,81920
0.251600,325596.184420,356000,81920
0.284400,288045.007032,376000,81920
0.302800,270541.611625,380000,81920
0.301200,271978.751660,352000,81920
0.091200,898245.614035,124000,81920
0.398400,205622.489960,1204000,81920
1.091200,75073.313783,2396000,81920
1.651200,49612.403101,2824000,81920
1.675200,48901.623687,2816000,81920
1.715600,47750.058289,2824000,81920
1.969200,41600.650010,2824000,81920
0.436800,187545.787546,1368000,81920
0.804400,101839.880656,1784000,81920
1.004000,81593.625498,1816000,81920
1.202400,68130.405855,1844000,81920
1.386400,59088.286209,1868000,81920
1.539200,53222.453222,1876000,81920
1.669600,49065.644466,1892000,81920
0.082800,989371.980676,148000,81920
0.116800,701369.863014,176000,81920
0.336400,243519.619501,864000,81920
0.653600,125336.597307,1164000,81920
0.784000,104489.795918,1204000,81920
1.016800,80566.483084,1228000,81920
1.089600,75183.553598,1240000,81920
1.150400,71210.013908,1260000,81920
0.255600,320500.782473,832000,81920
0.843600,97107.633950,1984000,81920
1.585200,51678.021701,3056000,81920
1.904400,43016.173073,3200000,81920
2.198000,37270.245678,3224000,81920
0.942400,86926.994907,1772000,81920
1.061600,77166.541070,1812000,81920
1.091600,75045.804324,1820000,81920
1.148800,71309.192201,1828000,81920
1.345200,60898.007731,1856000,81920
1.503200,54497.072911,1864000,81920
1.614800,50730.740649,1848000,81920
0.154400,530569.948187,268000,81920
0.190400,430252.100840,292000,81920
0.228400,358669.001751,296000,81920
