rtt,thput,total_time,payload_size
0.120000,6826666.666667,164000,819200
0.116800,7013698.630137,168000,819200
0.126400,6481012.658228,168000,819200
0.104000,7876923.076923,148000,819200
0.106800,7670411.985019,140000,819200
0.132800,6168674.698795,196000,819200
0.104400,7846743.295019,156000,819200
0.114400,7160839.160839,148000,819200
0.103600,7907335.907336,136000,819200
0.110000,7447272.727273,136000,819200
0.105600,7757575.757576,128000,819200
0.101600,8062992.125984,128000,819200
0.148000,5535135.135135,148000,819200
0.116400,7037800.687285,132000,819200
0.174000,4708045.977011,196000,819200
0.127600,6420062.695925,136000,819200
0.140800,5818181.818182,152000,819200
0.116800,7013698.630137,124000,819200
0.109200,7501831.501832,116000,819200
0.104400,7846743.295019,112000,819200
0.163600,5007334.963325,172000,819200
0.092400,8865800.865801,100000,819200
0.092000,8904347.826087,100000,819200
0.152000,5389473.684211,176000,819200
0.139600,5868194.842407,164000,819200
0.062400,13128205.128205,88000,819200
0.024800,33032258.064516,52000,819200
0.022800,35929824.561404,52000,819200
0.027200,30117647.058824,56000,819200
0.035200,23272727.272727,64000,819200
0.068000,12047058.823529,140000,819200
0.072800,11252747.252747,164000,819200
0.112000,7314285.714286,172000,819200
0.152800,5361256.544503,168000,819200
0.151600,5403693.931398,168000,819200
0.145200,5641873.278237,160000,819200
0.149600,5475935.828877,164000,819200
0.152800,5361256.544503,168000,819200
0.149200,5490616.621984,164000,819200
0.151600,5403693.931398,164000,819200
0.154800,5291989.664083,164000,819200
0.161200,5081885.856079,204000,819200
0.133200,6150150.150150,144000,819200
0.112000,7314285.714286,124000,819200
0.113600,7211267.605634,124000,819200
0.169200,4841607.565012,204000,819200
0.116000,7062068.965517,124000,819200
0.110800,7393501.805054,120000,819200
0.107600,7613382.899628,116000,819200
0.092400,8865800.865801,100000,819200
0.064800,12641975.308642,72000,819200
0.077200,10611398.963731,96000,819200
0.080000,10240000.000000,108000,819200
0.092400,8865800.865801,112000,819200
0.058000,14124137.931034,72000,819200
0.067200,12190476.190476,108000,819200
0.092800,8827586.206897,104000,819200
0.048000,17066666.666667,76000,819200
0.051200,16000000.000000,72000,819200
0.056000,14628571.428571,104000,819200
0.047600,17210084.033613,204000,819200
0.117600,6965986.394558,244000,819200
0.220000,3723636.363636,316000,819200
0.280800,2917378.917379,372000,819200
0.335600,2441001.191895,384000,819200
0.332400,2464500.601685,372000,819200
0.360000,2275555.555556,392000,819200
0.332800,2461538.461538,360000,819200
0.358000,2288268.156425,384000,819200
0.347600,2356731.875719,368000,819200
0.349200,2345933.562428,368000,819200
0.347200,2359447.004608,368000,819200
0.348000,2354022.988506,368000,819200
0.351200,2332574.031891,372000,819200
0.353200,2319365.798414,372000,819200
0.354000,2314124.293785,372000,819200
0.344800,2375870.069606,364000,819200
0.346000,2367630.057803,364000,819200
0.334000,2452694.610778,352000,819200
0.338000,2423668.639053,356000,819200
0.342000,2395321.637427,360000,819200
0.322400,2540942.928040,340000,819200
0.318400,2572864.321608,336000,819200
0.322400,2540942.928040,340000,819200
0.322000,2544099.378882,336000,819200
0.322400,2540942.928040,336000,819200
0.318000,2576100.628931,332000,819200
0.298000,2748993.288591,312000,819200
0.295200,2775067.750678,312000,819200
0.297200,2756393.001346,312000,819200
0.295200,2775067.750678,312000,819200
0.292400,2801641.586867,308000,819200
0.280000,2925714.285714,296000,819200
0.267600,3061285.500747,280000,819200
0.266800,3070464.767616,280000,819200
0.266000,3079699.248120,276000,819200
0.268800,3047619.047619,280000,819200
0.265200,3088989.441931,280000,819200
0.255200,3210031.347962,264000,819200
0.238000,3442016.806723,248000,819200
0.050400,16253968.253968,68000,819200
0.077600,10556701.030928,88000,819200
0.091600,8943231.441048,104000,819200
0.088000,9309090.909091,180000,819200
0.057200,14321678.321678,88000,819200
0.041600,19692307.692308,52000,819200
0.082000,9990243.902439,96000,819200
0.082800,9893719.806763,108000,819200
0.123200,6649350.649351,140000,819200
0.049600,16516129.032258,132000,819200
0.086800,9437788.018433,120000,819200
0.087600,9351598.173516,120000,819200
0.089600,9142857.142857,120000,819200
0.080000,10240000.000000,92000,819200
0.090400,9061946.902655,124000,819200
0.216000,3792592.592593,216000,819200
0.232000,3531034.482759,232000,819200
0.158400,5171717.171717,292000,819200
0.288000,2844444.444444,288000,819200
0.132000,6206060.606061,268000,819200
0.217600,3764705.882353,256000,819200
0.236000,3471186.440678,260000,819200
