rtt,thput,total_time,payload_size
0.025600,3200000.000000,32000,81920
0.024400,3357377.049180,76000,81920
0.018800,4357446.808511,44000,81920
0.050400,1625396.825397,112000,81920
0.053600,1528358.208955,124000,81920
0.126000,650158.730159,156000,81920
0.139600,586819.484241,160000,81920
0.147600,555013.550136,160000,81920
0.147600,555013.550136,160000,81920
0.152800,536125.654450,164000,81920
0.153200,534725.848564,164000,81920
0.148400,552021.563342,160000,81920
0.140000,585142.857143,152000,81920
0.160400,510723.192020,172000,81920
0.135600,604129.793510,144000,81920
0.120400,680398.671096,132000,81920
0.116800,701369.863014,124000,81920
0.106000,772830.188679,112000,81920
0.100000,819200.000000,104000,81920
0.093200,878969.957082,96000,81920
0.016800,4876190.476190,20000,81920
0.019200,4266666.666667,32000,81920
0.055200,1484057.971014,100000,81920
0.062800,1304458.598726,100000,81920
0.067600,1211834.319527,104000,81920
0.107200,764179.104478,148000,81920
0.100400,815936.254980,128000,81920
0.118400,691891.891892,136000,81920
0.120000,682666.666667,128000,81920
0.120000,682666.666667,124000,81920
0.114400,716083.916084,120000,81920
0.089600,914285.714286,92000,81920
0.088000,930909.090909,92000,81920
0.086800,943778.801843,92000,81920
0.074400,1101075.268817,80000,81920
0.076400,1072251.308901,84000,81920
0.078000,1050256.410256,84000,81920
0.076000,1077894.736842,84000,81920
0.070800,1157062.146893,76000,81920
0.068400,1197660.818713,72000,81920
0.065200,1256441.717791,124000,81920
0.075600,1083597.883598,160000,81920
0.099600,822489.959839,140000,81920
0.112800,726241.134752,140000,81920
0.057600,1422222.222222,152000,81920
0.123600,662783.171521,136000,81920
0.121600,673684.210526,132000,81920
0.118800,689562.289562,128000,81920
0.118000,694237.288136,128000,81920
0.120000,682666.666667,128000,81920
0.118800,689562.289562,128000,81920
0.111600,734050.179211,120000,81920
0.114000,718596.491228,124000,81920
0.106000,772830.188679,116000,81920
0.102400,800000.000000,116000,81920
0.103600,790733.590734,116000,81920
0.098000,835918.367347,108000,81920
0.099600,822489.959839,108000,81920
0.089600,914285.714286,96000,81920
0.081600,1003921.568627,84000,81920
0.014000,5851428.571429,20000,81920
0.066400,1233734.939759,136000,81920
0.094800,864135.021097,160000,81920
0.110400,742028.985507,148000,81920
0.123600,662783.171521,152000,81920
0.133600,613173.652695,152000,81920
0.129200,634055.727554,144000,81920
0.134400,609523.809524,148000,81920
0.134000,611343.283582,144000,81920
0.127200,644025.157233,136000,81920
0.125600,652229.299363,136000,81920
0.114800,713588.850174,124000,81920
0.102400,800000.000000,112000,81920
0.104000,787692.307692,112000,81920
0.100000,819200.000000,108000,81920
0.102400,800000.000000,112000,81920
0.097200,842798.353909,104000,81920
0.085600,957009.345794,92000,81920
0.077600,1055670.103093,80000,81920
0.072000,1137777.777778,76000,81920
