rtt,thput,total_time,payload_size
0.013600,6023529.411765,16000,81920
0.040400,2027722.772277,64000,81920
0.060800,1347368.421053,128000,81920
0.066000,1241212.121212,136000,81920
0.062400,1312820.512821,168000,81920
0.079200,1034343.434343,88000,81920
0.083600,979904.306220,92000,81920
0.089600,914285.714286,100000,81920
0.079600,1029145.728643,104000,81920
0.021600,3792592.592593,36000,81920
0.052000,1575384.615385,124000,81920
0.051600,1587596.899225,68000,81920
0.085600,957009.345794,116000,81920
0.094000,871489.361702,116000,81920
0.125600,652229.299363,176000,81920
0.146800,558038.147139,196000,81920
0.341600,239812.646370,344000,81920
0.158000,518481.012658,356000,81920
0.272400,300734.214391,312000,81920
0.194800,420533.880903,300000,81920
0.252400,324564.183835,312000,81920
0.352000,232727.272727,352000,81920
0.324000,252839.506173,324000,81920
0.356000,230112.359551,356000,81920
0.304400,269119.579501,428000,81920
0.357600,229082.774049,496000,81920
0.390400,209836.065574,516000,81920
0.522400,156814.701378,552000,81920
0.505200,162153.602534,516000,81920
0.507600,161386.918834,516000,81920
0.490000,167183.673469,496000,81920
0.485200,168837.592745,488000,81920
0.484000,169256.198347,496000,81920
0.486000,168559.670782,500000,81920
0.484400,169116.432700,500000,81920
0.489200,167457.072772,512000,81920
0.495200,165428.109855,520000,81920
0.500800,163578.274760,524000,81920
0.506800,161641.673244,532000,81920
0.506000,161897.233202,536000,81920
0.499200,164102.564103,528000,81920
0.498800,164234.161989,524000,81920
0.507600,161386.918834,536000,81920
0.505600,162025.316456,532000,81920
0.491600,166639.544345,516000,81920
0.493600,165964.343598,516000,81920
0.552400,148298.334540,580000,81920
0.495600,165294.592413,520000,81920
0.501200,163447.725459,524000,81920
0.503200,162798.092210,528000,81920
0.508000,161259.842520,532000,81920
0.453200,180759.046778,480000,81920
0.510800,160375.880971,532000,81920
0.512800,159750.390016,536000,81920
0.518000,158146.718147,540000,81920
0.511200,160250.391236,532000,81920
0.516400,158636.715724,536000,81920
0.521200,157175.748273,540000,81920
0.521200,157175.748273,544000,81920
0.520000,157538.461538,540000,81920
0.524800,156097.560976,544000,81920
0.526400,155623.100304,548000,81920
0.531200,154216.867470,556000,81920
0.532000,153984.962406,556000,81920
0.536800,152608.047690,560000,81920
0.542000,151143.911439,564000,81920
0.543600,150699.043414,564000,81920
0.540800,151479.289941,560000,81920
0.548400,149380.014588,568000,81920
0.553200,148083.875633,572000,81920
0.544400,150477.590007,560000,81920
0.540000,151703.703704,552000,81920
0.504000,162539.682540,516000,81920
0.502800,162927.605410,512000,81920
0.506000,161897.233202,516000,81920
0.568400,144123.856439,576000,81920
0.566800,144530.698659,572000,81920
0.015600,5251282.051282,28000,81920
0.021200,3864150.943396,24000,81920
0.029600,2767567.567568,60000,81920
0.140400,583475.783476,288000,81920
0.197200,415415.821501,392000,81920
0.339600,241224.970554,424000,81920
0.437200,187374.199451,508000,81920
0.281200,291322.901849,544000,81920
0.490800,166911.165444,536000,81920
0.532000,153984.962406,532000,81920
0.497600,164630.225080,604000,81920
0.536800,152608.047690,652000,81920
0.661600,123821.039903,780000,81920
0.742000,110404.312668,796000,81920
0.759200,107903.055848,804000,81920
0.773200,105949.301604,808000,81920
0.782400,104703.476483,812000,81920
0.790400,103643.724696,816000,81920
0.797200,102759.658806,824000,81920
0.782800,104649.974451,808000,81920
0.788000,103959.390863,816000,81920
0.794000,103173.803526,824000,81920
0.797200,102759.658806,828000,81920
0.796000,102914.572864,828000,81920
0.798800,102553.830746,828000,81920
0.799200,102502.502503,836000,81920
0.807200,101486.620416,844000,81920
0.815200,100490.677134,848000,81920
0.815200,100490.677134,848000,81920
0.815600,100441.392840,844000,81920
0.823600,99465.760078,852000,81920
0.826400,99128.751210,852000,81920
0.828800,98841.698842,852000,81920
0.799600,102451.225613,820000,81920
0.789200,103801.317790,808000,81920
0.750000,109226.666667,768000,81920
0.742800,110285.406570,764000,81920
0.740000,110702.702703,760000,81920
0.730800,112096.332786,752000,81920
0.732000,111912.568306,752000,81920
0.726000,112837.465565,744000,81920
0.718800,113967.723984,736000,81920
0.758000,108073.878628,776000,81920
0.702000,116695.156695,716000,81920
0.718400,114031.180401,736000,81920
0.678800,120683.559222,696000,81920
0.695200,117836.593786,716000,81920
0.688000,119069.767442,712000,81920
0.667200,122781.774580,692000,81920
0.678400,120754.716981,704000,81920
0.687200,119208.381839,712000,81920
0.686400,119347.319347,712000,81920
0.682800,119976.567077,708000,81920
0.683200,119906.323185,708000,81920
0.678400,120754.716981,704000,81920
0.682800,119976.567077,704000,81920
0.683200,119906.323185,708000,81920
0.651200,125798.525799,672000,81920
0.691200,118518.518519,712000,81920
0.696800,117566.016073,716000,81920
0.697200,117498.565691,716000,81920
0.700400,116961.736151,720000,81920
0.702000,116695.156695,720000,81920
0.678800,120683.559222,700000,81920
0.696400,117633.543940,716000,81920
0.702000,116695.156695,720000,81920
0.694000,118040.345821,712000,81920
0.702000,116695.156695,720000,81920
0.666000,123003.003003,684000,81920
0.690000,118724.637681,708000,81920
0.694000,118040.345821,712000,81920
0.694000,118040.345821,712000,81920
0.698400,117296.678121,716000,81920
0.699200,117162.471396,716000,81920
0.700000,117028.571429,720000,81920
0.699600,117095.483133,716000,81920
0.696800,117566.016073,712000,81920
0.678800,120683.559222,692000,81920
0.677600,120897.284534,688000,81920
0.668800,122488.038278,680000,81920
0.671600,121977.367481,680000,81920
0.662000,123746.223565,668000,81920
0.664000,123373.493976,668000,81920
0.295200,277506.775068,644000,81920
0.467200,175342.465753,796000,81920
0.511200,160250.391236,832000,81920
0.466800,175492.716367,776000,81920
0.533200,153638.409602,804000,81920
0.580800,141046.831956,812000,81920
0.628400,130362.826225,808000,81920
0.654400,125183.374083,788000,81920
0.688800,118931.475029,780000,81920
0.715200,114541.387025,772000,81920
0.730000,112219.178082,768000,81920
0.730000,112219.178082,760000,81920
0.725200,112961.941533,752000,81920
0.728000,112527.472527,756000,81920
0.732000,111912.568306,760000,81920
0.734000,111607.629428,760000,81920
0.739600,110762.574365,764000,81920
0.739200,110822.510823,764000,81920
0.720800,113651.498335,744000,81920
0.726800,112713.263621,752000,81920
0.733600,111668.484188,760000,81920
0.712000,115056.179775,736000,81920
0.712000,115056.179775,736000,81920
0.694000,118040.345821,720000,81920
0.700800,116894.977169,728000,81920
0.663200,123522.316043,692000,81920
0.595200,137634.408602,624000,81920
0.713200,114862.591139,740000,81920
0.716400,114349.525405,744000,81920
0.722000,113462.603878,748000,81920
0.720800,113651.498335,744000,81920
0.725600,112899.669239,752000,81920
0.731600,111973.756151,756000,81920
0.731600,111973.756151,760000,81920
0.734400,111546.840959,764000,81920
0.733200,111729.405346,760000,81920
0.735200,111425.462459,760000,81920
0.737600,111062.906725,764000,81920
0.727600,112589.334799,752000,81920
0.727600,112589.334799,752000,81920
0.692000,118381.502890,712000,81920
0.701600,116761.687571,724000,81920
0.703600,116429.789653,724000,81920
0.704400,116297.558206,724000,81920
0.708800,115575.620767,728000,81920
0.702000,116695.156695,720000,81920
0.687200,119208.381839,708000,81920
0.692000,118381.502890,712000,81920
0.664800,123225.030084,684000,81920
0.673600,121615.201900,692000,81920
0.666000,123003.003003,684000,81920
0.670000,122268.656716,688000,81920
0.654000,125259.938838,672000,81920
0.650000,126030.769231,668000,81920
0.645600,126889.714994,660000,81920
0.633200,129374.605180,648000,81920
0.626000,130862.619808,640000,81920
0.621600,131788.931789,636000,81920
0.621600,131788.931789,636000,81920
0.604400,135539.377895,616000,81920
0.595600,137541.974480,608000,81920
0.590400,138753.387534,600000,81920
0.840800,97431.018078,848000,81920
0.840400,97477.391718,848000,81920
0.026000,3150769.230769,36000,81920
0.028000,2925714.285714,36000,81920
0.030800,2659740.259740,44000,81920
0.033200,2467469.879518,48000,81920
0.018000,4551111.111111,28000,81920
