n_pkt,thput
5,3200000
5,2560000
5,1280000
25,2018927
25,1945288
25,1584158
50,1659105
50,1700996
50,1702127
100,1809506
100,1707235
100,1658031
200,1619676
200,1512946
200,1526763
400,1170026
400,1214709
400,1209329
800,759268
800,764314
800,769296
5,5120000
5,3657142
5,1113043
25,1596009
25,1361702
50,1775312
50,1673202
50,1867250
100,1451247
100,1186283
100,1291136
200,1491787
200,1721876
200,1604889
400,1213351
400,1169308
400,1188400
800,816051
800,806941
800,792982
5,2560000
5,3657142
5,2327272
25,2119205
25,1767955
25,1588089
50,1674296
50,1857764
50,1780250
100,2099220
100,1745950
100,1723905
200,1584403
200,1457132
200,1442101
400,950243
400,895173
400,902371
800,714076
800,725705
800,718512
5,3657142
5,3200000
5,2844444
25,1802816
25,1130742
25,1130742
50,1734417
50,1964696
50,1623335
100,1693121
100,1989508
100,1738539
200,1576294
200,1660922
200,1497130
400,1218811
400,1198633
400,1182430
800,735122
800,739618
800,728492
5,2844444
5,3657142
5,2133333
25,2012578
25,1157323
25,1099656
50,1936459
50,1906180
50,2663891
100,1819797
100,1609050
100,1641814
200,1702269
200,1559371
200,1516419
400,1188176
400,1173504
400,1179264
800,710084
800,737417
800,734064
