n_pkt,thput
1,2560000
1,853333
1,2560000
1,2560000
1,2560000
1,512000
1,640000
1,1280000
1,196923
1,2560000
1,853333
1,116363
1,2560000
1,134736
1,640000
1,365714
1,2560000
1,256000
1,58181
1,91428
1,640000
1,67368
1,853333
1,1280000
1,1280000
1,1280000
1,2560000
1,853333
1,1280000
1,98461
1,69189
1,1280000
1,853333
1,320000
1,75294
1,1280000
1,320000
1,2560000
1,853333
1,853333
1,1280000
1,128000
1,1280000
1,134736
1,1280000
1,85333
1,853333
1,2560000
1,128000
1,1280000
1,142222
1,853333
1,365714
1,2560000
1,365714
1,2560000
1,1280000
1,256000
1,142222
1,365714
1,1280000
1,1280000
1,106666
1,213333
1,160000
1,1280000
1,853333
1,853333
1,426666
1,640000
1,365714
1,853333
1,1280000
1,640000
1,640000
1,426666
1,73142
1,1280000
1,1280000
1,1280000
1,2560000
1,213333
1,640000
1,640000
1,91428
1,1280000
1,1280000
1,320000
1,88275
1,2560000
1,1280000
1,69189
1,853333
1,150588
1,640000
1,853333
1,73142
1,1280000
1,150588
1,256000
1,170666
1,121904
1,256000
1,98461
1,640000
1,213333
1,121904
1,853333
1,1280000
1,1280000
1,232727
1,256000
1,320000
1,640000
1,196923
1,94814
1,2560000
1,54468
1,1280000
1,94814
1,82580
1,2560000
1,170666
1,142222
1,853333
1,1280000
1,640000
1,426666
1,426666
1,512000
1,426666
1,512000
1,102400
1,640000
1,160000
1,160000
1,111304
1,512000
1,320000
1,512000
1,170666
1,91428
1,256000
1,256000
1,182857
1,196923
1,170666
1,196923
1,150588
1,150588
1,91428
1,170666
1,256000
1,256000
1,284444
1,284444
1,160000
1,134736
1,106666
1,142222
1,232727
1,853333
1,853333
1,41290
1,98461
1,25858
1,98461
1,94814
1,56888
1,2560000
1,196923
1,365714
1,150588
1,2560000
1,1280000
1,2560000
1,640000
1,2560000
1,102400
1,2560000
1,2560000
1,106666
1,2560000
1,69189
1,67368
1,2560000
1,77575
1,853333
1,320000
1,62439
1,1280000
1,82580
1,320000
1,1280000
1,160000
1,102400
1,106666
1,853333
1,853333
1,2560000
1,1280000
1,1280000
1,853333
1,320000
1,232727
1,142222
1,160000
1,160000
1,106666
1,82580
1,512000
1,128000
1,213333
1,182857
1,196923
1,213333
1,256000
1,365714
1,426666
1,232727
1,512000
1,52244
1,134736
1,106666
1,102400
1,1280000
1,640000
1,426666
1,512000
1,1280000
1,2560000
1,640000
1,640000
1,75294
1,170666
1,142222
1,853333
1,134736
1,1280000
1,2560000
1,170666
1,75294
1,2560000
1,102400
1,106666
1,75294
1,256000
1,82580
1,67368
1,116363
1,85333
1,170666
1,213333
1,640000
1,232727
1,426666
1,426666
1,365714
1,320000
1,320000
1,853333
1,853333
1,853333
1,128000
1,94814
1,111304
1,65641
1,111304
1,102400
1,2560000
1,102400
1,2560000
1,512000
1,320000
1,213333
1,150588
1,853333
1,1280000
1,320000
1,196923
1,2560000
1,640000
1,2560000
1,1280000
1,426666
1,2560000
1,1280000
1,1280000
1,1280000
1,1280000
1,320000
1,512000
1,365714
1,320000
1,365714
1,77575
1,1280000
1,150588
1,1280000
1,121904
1,640000
1,512000
1,640000
1,426666
1,2560000
1,320000
1,1280000
1,2560000
1,853333
1,2560000
1,1280000
1,853333
