rtt,thput,total_time,payload_size
0.307200,2666666.666667,1048000,819200
0.826400,991287.512101,1936000,819200
1.070000,765607.476636,2224000,819200
1.326400,617611.580217,2512000,819200
1.600800,511744.127936,2816000,819200
1.877600,436301.661696,3048000,819200
2.148800,381236.038719,3180000,819200
0.963200,850498.338870,1024000,819200
0.967600,846630.839190,1024000,819200
0.979600,836259.697836,1028000,819200
0.396800,2064516.129032,1220000,819200
0.572400,1431167.016073,1512000,819200
0.901600,908606.921029,1624000,819200
1.077200,760490.159673,1644000,819200
1.236800,662354.463131,1660000,819200
1.374800,595868.489962,1672000,819200
1.489200,550094.010207,1680000,819200
0.965200,848736.013262,1016000,819200
0.970000,844536.082474,1016000,819200
0.980000,835918.367347,1020000,819200
0.104000,7876923.076923,216000,819200
0.161600,5069306.930693,268000,819200
0.194800,4205338.809035,320000,819200
0.218000,3757798.165138,292000,819200
0.200400,4087824.351297,256000,819200
0.214400,3820895.522388,268000,819200
0.226000,3624778.761062,272000,819200
0.240800,3401993.355482,284000,819200
0.226800,3611992.945326,880000,819200
1.140400,718344.440547,2564000,819200
1.469600,557430.593359,2952000,819200
1.812800,451897.616946,3356000,819200
2.182000,375435.380385,3748000,819200
0.116000,7062068.965517,272000,819200
0.326400,2509803.921569,796000,819200
0.554800,1476568.132660,916000,819200
0.691600,1184499.710816,920000,819200
0.771600,1061689.994816,940000,819200
0.830000,986987.951807,972000,819200
0.864000,948148.148148,1024000,819200
0.892400,917974.002689,1064000,819200
0.932400,878592.878593,1124000,819200
0.934800,876337.184424,1136000,819200
0.981600,834555.827221,1188000,819200
1.005600,814638.027049,1208000,819200
1.046000,783173.996176,1244000,819200
1.093600,749085.588881,1276000,819200
1.108400,739083.363407,1272000,819200
1.120000,731428.571429,1260000,819200
1.161200,705477.092663,1276000,819200
0.970000,844536.082474,1024000,819200
0.324400,2525277.435265,888000,819200
0.608800,1345597.897503,1420000,819200
1.348400,607534.856126,2564000,819200
2.210800,370544.599240,3768000,819200
0.466800,1754927.163668,1512000,819200
0.896400,913877.733155,2132000,819200
1.340800,610978.520286,2196000,819200
1.572400,520987.026202,2220000,819200
1.780800,460017.969452,2236000,819200
0.295600,2771312.584574,520000,819200
0.332000,2467469.879518,568000,819200
0.362000,2262983.425414,576000,819200
0.490000,1671836.734694,612000,819200
0.509200,1608798.114690,596000,819200
0.523200,1565749.235474,592000,819200
0.358800,2283166.109253,388000,819200
0.512799,1597507.015419,1599999,819200
1.550799,528243.827859,3567999,819200
1.999999,409600.204800,4195999,819200
2.511599,326166.716900,4803999,819200
3.034399,269971.088179,5391999,819200
0.770400,1063343.717549,2324000,819200
1.332400,614830.381267,2680000,819200
1.639600,499634.057087,2728000,819200
1.914800,427825.360351,2740000,819200
2.178800,375986.781715,2764000,819200
0.376000,2178723.404255,1336000,819200
1.103200,742567.077592,1932000,819200
1.325600,617984.308992,1972000,819200
1.516800,540084.388186,1992000,819200
1.683600,486576.383939,2000000,819200
1.550800,528243.487232,3764000,819200
1.866800,438825.798157,4388000,819200
2.512400,326062.728865,5124000,819200
3.125600,262093.678014,5812000,819200
0.299200,2737967.914439,1100000,819200
1.461600,560481.663930,2932000,819200
1.804400,454001.330082,2988000,819200
2.127600,385034.780974,3032000,819200
2.405600,340538.742933,3036000,819200
1.100000,744727.272727,2512000,819200
1.154400,709632.709633,2524000,819200
1.684800,486229.819563,2600000,819200
1.944000,421399.176955,2620000,819200
2.189600,374132.261600,2648000,819200
