rtt,thput,total_time,payload_size
0.023600,3471186.440678,56000,81920
0.028800,2844444.444444,72000,81920
0.042800,1914018.691589,44000,81920
0.044400,1845045.045045,72000,81920
0.033600,2438095.238095,84000,81920
0.039600,2068686.868687,120000,81920
0.072000,1137777.777778,132000,81920
0.164400,498296.836983,204000,81920
0.127600,642006.269592,204000,81920
0.116000,706206.896552,188000,81920
0.178000,460224.719101,232000,81920
0.139600,586819.484241,292000,81920
0.249200,328731.942215,344000,81920
0.206000,397669.902913,344000,81920
0.315200,259898.477157,464000,81920
0.418800,195606.494747,504000,81920
0.543600,150699.043414,664000,81920
0.656000,124878.048780,736000,81920
0.748400,109460.181721,796000,81920
0.810000,101135.802469,848000,81920
0.807600,101436.354631,844000,81920
0.830000,98698.795181,868000,81920
0.850800,96285.848613,888000,81920
0.845600,96877.956481,880000,81920
0.864400,94770.939380,904000,81920
0.860800,95167.286245,900000,81920
0.847200,96694.995279,888000,81920
0.868400,94334.408107,908000,81920
0.856800,95611.577965,896000,81920
0.862400,94990.723562,904000,81920
0.884400,92627.770240,928000,81920
0.852400,96105.114969,892000,81920
0.843200,97153.700190,884000,81920
0.864800,94727.104533,904000,81920
0.850800,96285.848613,892000,81920
0.868400,94334.408107,908000,81920
0.899600,91062.694531,940000,81920
0.874000,93729.977117,912000,81920
0.834400,98178.331735,880000,81920
0.884400,92627.770240,924000,81920
0.893200,91715.181370,932000,81920
0.888000,92252.252252,932000,81920
0.819600,99951.195705,864000,81920
0.896400,91387.773315,936000,81920
0.901200,90901.020861,940000,81920
0.906800,90339.655933,940000,81920
0.911600,89863.975428,944000,81920
0.916400,89393.278045,948000,81920
0.923600,88696.405370,952000,81920
0.920800,88966.116421,952000,81920
0.927600,88313.928417,956000,81920
0.933600,87746.358183,960000,81920
0.936400,87483.981205,964000,81920
0.940000,87148.936170,968000,81920
0.934000,87708.779443,960000,81920
0.936400,87483.981205,964000,81920
0.938800,87260.332339,964000,81920
0.934800,87633.718442,964000,81920
0.944000,86779.661017,968000,81920
0.948000,86413.502110,976000,81920
0.936000,87521.367521,960000,81920
0.934400,87671.232877,960000,81920
0.932000,87896.995708,956000,81920
0.934000,87708.779443,956000,81920
0.915200,89510.489510,936000,81920
0.909200,90101.187857,932000,81920
0.910800,89942.907334,932000,81920
0.892400,91797.400269,912000,81920
0.892800,91756.272401,912000,81920
0.869600,94204.231831,888000,81920
