rtt,thput,total_time,payload_size
0.500800,817891.373802,1080000,409600
0.902666,272260.171536,1348000,245760
1.012666,485372.274768,2672000,491520
1.372800,298368.298368,2916000,409600
1.824000,179649.122807,3096000,327680
0.718000,228189.415042,924000,163840
0.604000,678145.695364,1236000,409600
0.953714,601270.401819,2800000,573440
1.448000,282872.928177,3012000,409600
1.923000,170400.416017,3220000,327680
0.492000,333008.130081,664000,163840
0.888000,92252.252252,888000,81920
0.515000,636271.844660,1176000,327680
0.658000,497993.920973,1456000,327680
1.069333,229825.508050,1772000,245760
0.539200,759643.916914,1024000,409600
1.004000,163187.250996,1224000,163840
0.682857,839765.866060,2124000,573440
1.221000,268370.188370,2300000,327680
1.701333,144451.438960,2552000,245760
