rtt,thput,total_time,payload_size
0.032800,2497560.975610,44000,81920
0.036800,2226086.956522,64000,81920
0.033200,2467469.879518,40000,81920
0.064000,1280000.000000,88000,81920
0.038800,2111340.206186,100000,81920
0.026000,3150769.230769,60000,81920
0.078800,1039593.908629,104000,81920
0.080000,1024000.000000,80000,81920
0.100000,819200.000000,100000,81920
0.051600,1587596.899225,64000,81920
0.105200,778707.224335,108000,81920
0.058400,1402739.726027,112000,81920
0.116800,701369.863014,132000,81920
0.141600,578531.073446,168000,81920
0.228400,358669.001751,336000,81920
0.262800,311719.939117,404000,81920
0.395600,207077.856421,484000,81920
0.436800,187545.787546,488000,81920
0.445200,184007.187781,480000,81920
0.480800,170382.695507,508000,81920
0.465200,176096.302666,492000,81920
0.454800,180123.131047,480000,81920
0.467200,175342.465753,492000,81920
0.473200,173119.188504,500000,81920
0.480000,170666.666667,504000,81920
0.481200,170241.064007,504000,81920
0.482800,169676.884838,504000,81920
0.489200,167457.072772,512000,81920
0.486800,168282.662284,508000,81920
0.488000,167868.852459,508000,81920
0.493600,165964.343598,516000,81920
0.494800,165561.843169,516000,81920
0.500000,163840.000000,520000,81920
0.496400,165028.203062,516000,81920
0.501200,163447.725459,520000,81920
0.502800,162927.605410,524000,81920
0.504000,162539.682540,528000,81920
0.509600,160753.532182,532000,81920
0.515200,159006.211180,536000,81920
0.520000,157538.461538,540000,81920
0.518000,158146.718147,540000,81920
0.519200,157781.201849,540000,81920
0.504400,162410.785091,524000,81920
0.517200,158391.337974,536000,81920
0.518000,158146.718147,536000,81920
0.518000,158146.718147,536000,81920
0.514000,159377.431907,532000,81920
0.506000,161897.233202,524000,81920
0.494000,165829.959514,512000,81920
0.486400,168421.052632,504000,81920
0.490800,166911.165444,508000,81920
0.479200,170951.585977,496000,81920
0.478800,171094.402673,492000,81920
0.462400,177162.629758,476000,81920
0.442000,185339.366516,456000,81920
0.445600,183842.010772,456000,81920
0.424000,193207.547170,432000,81920
0.529200,154799.697657,540000,81920
0.517200,158391.337974,524000,81920
0.011200,7314285.714286,16000,81920
0.132000,620606.060606,196000,81920
0.135200,605917.159763,216000,81920
0.111200,736690.647482,284000,81920
0.118000,694237.288136,284000,81920
0.202400,404743.083004,280000,81920
0.238800,343048.576214,284000,81920
0.258000,317519.379845,288000,81920
0.266000,307969.924812,312000,81920
0.302000,271258.278146,340000,81920
0.299200,273796.791444,412000,81920
0.319200,256641.604010,464000,81920
0.350000,234057.142857,508000,81920
0.371600,220452.099031,516000,81920
0.419200,195419.847328,528000,81920
0.441200,185675.430644,528000,81920
0.463200,176856.649396,528000,81920
0.526800,155504.935459,552000,81920
0.529200,154799.697657,548000,81920
0.538000,152267.657993,552000,81920
0.537600,152380.952381,548000,81920
0.541600,151255.539143,552000,81920
