n_pkt,thput
5,2782608
5,2206896
25,10526315
25,9580838
50,14579002
50,11015727
100,12126954
100,11247803
200,9744956
200,10702341
400,8680908
400,8210226
800,5376933
800,5526807
1600,3503999
1600,3606687
5,4266666
5,4000000
25,10322580
25,8938547
50,8432147
50,6808510
100,2560000
100,15705521
200,8705262
200,8430759
400,5912069
400,6325966
800,4585040
800,4500715
1600,3424543
1600,3370392
5,4266666
5,4266666
25,12598425
25,8743169
50,10406504
50,9329446
100,6355511
100,6889128
200,11289966
200,9738468
400,7638228
400,7510772
800,4697638
800,5064120
1600,3321870
1600,3433013
5,8000000
5,3200000
25,12903225
25,10322580
50,8755129
50,6659729
100,9937888
100,10513347
200,8921414
200,9045137
400,7446325
400,7374732
800,5184629
800,5102476
1600,2927127
1600,2942694
5,12800000
5,2461538
25,8080808
25,5797101
50,10561056
50,8839779
100,14096916
100,10513347
200,9347329
200,9032371
400,9271373
400,8101105
800,6014220
800,5593603
1600,3084211
1600,3157993
