rtt,thput,total_time,total_data
0.005307,1605366497.079329,7976000,8519680
0.006000,1419946666.666667,7984000,8519680
0.007961,1070177113.427961,7932000,8519680
0.005769,1476803605.477552,7964000,8519680
0.004615,1846084507.042253,7940000,8519680
0.006076,1402185648.452929,7956000,8519680
0.004961,1717331183.229188,7952000,8519680
0.004923,1730587040.422507,7948000,8519680
0.005961,1429236705.250797,7960000,8519680
0.006730,1265925705.794948,7976000,8519680
0.005615,1517307212.822796,7952000,8519680
0.005961,1429236705.250797,7960000,8519680
0.006269,1359017387.143085,7952000,8519680
0.006115,1393242845.461979,7972000,8519680
0.004961,1717331183.229188,7968000,8519680
0.005769,1476803605.477552,7976000,8519680
0.007615,1118802363.755745,8004000,8519680
0.007769,1096625048.268760,7948000,8519680
0.005653,1507107730.408633,7948000,8519680
0.007000,1217097142.857143,7944000,8519680
0.006615,1287933484.504913,7912000,8519680
0.006769,1258631998.818141,7952000,8519680
0.005230,1629001912.045889,7916000,8519680
0.006884,1237606042.998257,7920000,8519680
0.005923,1438406213.067702,7948000,8519680
0.005769,1476803605.477552,7988000,8519680
0.007000,1217097142.857143,7952000,8519680
0.005038,1691083763.398174,7964000,8519680
0.005576,1527919655.667145,7956000,8519680
0.005730,1486855148.342059,7932000,8519680
0.004846,1758085018.572018,7952000,8519680
0.005769,1476803605.477552,7980000,8519680
0.007730,1102157826.649418,7956000,8519680
0.005615,1517307212.822796,7968000,8519680
0.005653,1507107730.408633,7952000,8519680
0.005076,1678423955.870764,7944000,8519680
0.006192,1375917312.661499,7952000,8519680
0.007307,1165961406.870125,7960000,8519680
0.007307,1165961406.870125,8028000,8519680
0.005923,1438406213.067702,7940000,8519680
