n_pkt,thput
5,168421
5,246153
5,182857
5,193939
5,200000
5,320000
5,200000
5,213333
5,193939
5,304761
5,164102
5,101587
5,182857
5,110344
5,104918
5,56637
5,75293
5,54700
5,59259
5,57142
5,86486
5,91428
5,95522
5,94117
5,108474
5,114285
5,84210
5,86486
5,91428
5,86486
5,98461
5,96969
5,95522
5,116363
5,114285
5,128000
5,246153
5,130612
5,136170
5,128000
5,125490
5,128000
5,123076
5,118518
5,213333
5,193939
5,246153
5,256000
5,246153
5,304761
5,400000
5,457142
5,128000
5,278260
5,426666
5,256000
5,177777
5,88888
5,75294
5,80000
5,57657
5,43835
5,52032
5,57657
5,58181
5,80000
5,90140
5,71111
5,87671
5,110344
5,66666
5,80000
5,81012
5,87671
5,77108
5,125490
5,64646
5,133333
5,96969
5,145454
5,114285
5,69565
5,98461
5,83116
5,116363
5,125490
5,90140
5,81012
5,206451
5,84210
5,200000
5,206451
5,77108
5,237037
5,57657
5,63366
5,112280
5,142222
5,68817
5,246153
5,62135
5,36993
5,28828
5,40764
5,42105
5,41025
5,38554
5,40506
5,41558
5,31219
5,41290
5,34042
5,87671
5,54700
5,39751
5,41025
5,50000
5,50000
5,54700
5,44444
5,94117
5,47407
5,58715
5,32820
5,63366
5,58715
5,60952
5,33684
5,50393
5,50393
5,51200
5,78048
5,60952
5,48854
5,55652
5,54237
5,56637
5,100000
5,168421
5,81012
5,91428
5,108474
5,94117
5,98461
5,68085
5,69565
5,80000
5,220689
5,85333
5,156097
5,103225
5,114285
5,42666
5,145454
5,128000
5,98461
5,101587
5,108474
5,156097
5,104918
5,100000
5,125490
5,50000
5,68085
5,31372
5,128000
5,86486
5,139130
5,130612
5,130612
5,116363
5,86486
5,60377
5,101587
5,206451
5,152380
5,320000
5,220689
5,220689
5,256000
5,278260
5,200000
5,80000
5,80000
5,82051
5,87671
5,98461
5,118518
5,130612
5,177777
5,376470
5,533333
5,457142
5,355555
5,152380
5,177777
5,193939
5,177777
5,228571
5,156097
5,426666
5,228571
5,91428
5,60952
5,110344
5,128000
5,47761
5,66666
5,71910
5,58715
5,41829
5,206451
5,65306
5,50000
5,110344
5,128000
5,142222
5,142222
5,100000
5,86486
5,59813
5,39024
5,106666
5,96969
5,104918
5,106666
5,72727
5,133333
5,145454
5,160000
5,139130
5,112280
5,55172
5,160000
5,53333
5,81012
5,114285
5,125490
5,182857
5,127996
5,193939
5,98461
5,83116
5,51612
5,73563
5,61538
5,80000
5,38787
5,38787
5,37209
5,46043
5,37209
5,42105
5,41830
5,74418
5,49230
5,40000
5,34594
5,43537
5,41558
5,62745
5,52892
5,51612
5,52459
5,35955
5,43835
5,61538
5,110344
5,51612
5,71910
5,152380
5,85333
5,55172
5,50793
5,57657
5,45714
5,53781
5,69565
5,59813
5,60952
5,80000
5,130612
5,18497
5,71111
5,123076
5,62135
5,45714
5,47058
5,28070
5,67368
5,50000
5,48854
5,61537
5,50393
5,29906
5,53781
5,69565
5,81012
5,35754
5,106666
5,81012
5,67368
5,20317
5,80000
5,81012
5,85333
5,87671
5,88888
5,136170
5,54700
5,69565
5,46715
5,32989
5,54237
5,28070
5,43835
5,53781
5,62745
5,61537
5,26229
5,57657
5,34042
5,59813
5,53333
5,39024
5,57657
5,57657
5,60952
5,69565
5,53781
5,60377
5,71910
5,108474
5,136170
5,145454
5,101587
5,60377
5,70329
5,71910
5,44444
5,72727
5,73563
5,31683
5,31527
5,104918
5,128000
5,91428
5,71910
5,91428
5,145454
5,152380
5,103225
5,81012
5,77108
5,65306
5,70329
5,58181
5,87671
5,20062
5,92753
5,59259
5,25396
5,27467
5,101587
5,88888
5,62135
5,62745
5,63366
5,57142
5,55172
5,75294
5,55652
5,64000
5,59813
5,37869
5,46715
5,50393
5,54700
5,50393
5,50000
5,55652
5,53333
5,55652
5,52032
5,52032
5,39751
5,43243
5,56637
5,53333
5,59813
5,30769
5,62135
5,62135
5,67368
5,69565
5,63366
5,68817
5,90140
5,75294
5,34972
5,68817
5,90140
5,31527
5,30769
5,80000
5,83116
5,71910
5,62745
5,76190
5,40764
5,64646
5,18604
5,27947
5,18991
5,33160
5,14678
5,40506
5,16842
5,16161
5,32652
5,25806
5,25396
5,26446
5,30331
5,27350
5,20711
5,28571
5,22775
5,28699
5,18285
5,22857
5,21917
5,30046
5,33160
5,30046
5,31840
5,33683
5,32323
5,32652
5,39506
5,30476
5,29906
5,33507
5,31840
5,42953
5,42384
5,32653
5,24902
5,38787
5,35358
5,34972
5,58714
5,56637
5,34408
5,49612
5,42105
5,35754
5,75294
5,80000
5,72727
5,78048
5,59259
5,66666
5,73563
5,87671
5,72727
5,76190
5,45389
5,59259
5,62745
5,33684
5,53781
5,71111
5,53781
5,74418
5,66666
5,100000
5,82051
5,53781
5,35164
5,32653
5,36571
5,50000
5,42384
5,48120
5,37647
5,41558
5,42384
5,51200
5,43243
5,54237
5,45714
5,35555
5,40506
5,42105
5,40764
5,39024
5,39506
5,45714
5,32160
5,29767
5,49230
5,43243
5,50000
5,44137
5,16666
5,27705
5,21262
5,16243
5,21694
5,21476
5,21262
5,22614
5,25098
5,27705
5,18768
5,28070
5,31372
5,39751
5,44444
5,59813
5,67368
5,50793
5,54700
5,56637
5,78048
5,71910
5,43242
5,77108
5,83116
5,64646
5,57142
5,41290
5,42666
5,62745
5,62745
5,29629
5,23104
5,51612
5,27350
5,27234
5,25196
5,22614
5,17927
5,19512
5,11552
5,20645
5,22456
5,22775
5,25196
5,24060
5,26556
5,26446
5,22535
5,22857
5,28699
5,28318
5,25497
5,27118
5,34224
5,42384
5,32820
5,75294
5,73563
5,69565
5,72727
5,29906
5,37426
5,46376
5,23188
5,33684
5,35555
5,27705
5,34408
5,71111
5,85333
5,87671
5,101587
5,87671
5,86486
5,52032
5,45070
5,41558
5,39506
5,39751
5,45390
5,53781
5,213333
5,256000
5,246153
5,35955
5,43537
5,45714
5,193939
5,237037
5,278260
5,426666
5,304761
5,400000
5,457142
5,256000
5,145454
5,246153
5,69565
5,85333
5,68817
5,69565
5,114285
5,160000
5,145454
5,76190
5,120754
5,110344
5,73563
5,58715
5,56140
5,320000
5,104918
5,103225
5,220689
5,104918
5,98461
5,110344
5,136170
5,114285
5,118518
5,246153
5,336842
5,73563
5,188235
5,172972
5,188235
5,304761
5,533333
5,53781
5,98461
5,98461
5,51612
5,43537
5,26666
5,48120
5,33333
5,54237
5,44444
5,42666
5,60952
5,64646
5,58715
5,68817
5,41830
5,47761
5,61538
5,80000
5,108474
5,43835
5,100000
5,112280
5,59813
5,168421
5,193939
5,133333
5,220689
5,182857
5,125490
5,193939
5,164102
5,54700
5,145454
5,68817
5,65979
5,77108
5,128000
5,90140
5,31840
5,116363
5,70329
5,114285
5,57657
5,45070
5,40251
5,130612
5,164102
5,182857
5,103225
5,172972
5,79012
5,112280
5,116363
5,148837
5,142222
5,95522
5,148837
5,64646
5,95522
5,130612
5,103225
5,56637
5,136170
5,177777
5,139130
5,133333
5,172972
5,106666
5,96969
5,60377
5,64646
5,120754
5,70329
5,58715
5,64646
5,46043
5,48854
5,33683
5,46043
5,39263
5,30917
5,36781
5,54700
5,32820
5,33507
5,34782
5,39263
5,39751
5,42105
5,64000
5,38554
5,69565
5,35164
5,164102
5,118518
5,193939
5,290909
5,172972
5,152380
5,139130
5,92753
5,125490
5,133333
5,87671
5,94117
5,66666
5,87671
5,90140
5,84210
5,123076
5,86486
5,228571
5,152380
5,78048
5,114285
5,142222
5,172972
5,128000
5,96969
5,118518
5,139130
5,90140
5,96969
5,125490
5,59813
5,60377
5,160000
5,87671
5,55652
5,57657
5,49612
5,49612
5,46376
5,70329
5,48484
5,55652
5,50000
5,47058
5,49612
5,54700
5,68817
5,87671
5,96969
5,100000
5,114285
5,101587
5,95522
5,182857
5,246153
5,304761
5,278260
5,220689
5,104918
5,106666
5,130612
5,193939
5,206451
5,78048
5,88888
5,91428
5,91428
5,96969
5,256000
5,457142
5,213333
5,581818
5,266666
5,51612
5,400000
5,246153
5,78048
5,220689
5,92753
5,101587
5,60952
5,45714
5,133333
5,98461
5,177777
5,86486
5,400000
5,400000
5,103225
5,188235
5,100000
5,106666
5,101587
5,110344
5,104918
5,123076
5,108474
5,246153
5,92753
5,355555
5,156097
5,120754
5,125490
5,142222
5,85333
5,100000
5,106666
5,168421
5,55172
5,81012
5,90140
5,94117
5,94117
5,88888
5,86486
5,71910
5,164102
5,100000
5,101587
5,118518
5,112280
5,91428
5,148837
5,104918
5,125490
5,128000
5,116363
5,90140
5,139130
5,142222
5,136170
5,120754
5,95522
5,136170
5,67368
5,142222
5,130612
5,71111
5,118518
5,133333
5,74418
5,220689
5,85333
5,82051
5,86486
5,77108
5,73563
5,133333
5,136170
5,116363
5,103225
5,70329
5,120754
5,103225
5,76190
5,103225
5,108474
5,182857
5,91428
5,200000
5,57657
5,98461
5,84210
5,95522
5,98461
5,120754
5,100000
5,96969
5,110344
5,266666
5,125490
5,168421
5,188235
5,118518
5,177777
5,228571
5,188235
5,116363
5,206451
5,256000
5,118518
5,266666
5,193939
5,200000
5,376470
5,152380
5,177777
5,139130
5,200000
5,188235
5,114285
5,114285
5,148837
5,95522
5,142222
5,164102
5,133333
5,206451
5,278260
5,123076
5,59813
5,70329
5,71111
5,68085
5,84210
5,76190
5,114285
5,118518
5,182857
5,45714
5,228571
5,88888
5,355555
5,75294
5,95522
5,75294
5,142222
5,101587
5,48854
5,63366
5,164102
5,100000
5,101587
5,177777
5,130612
5,139130
5,76190
5,112280
5,228571
5,188235
5,112280
5,237037
5,376470
5,160000
5,220689
