rtt,thput,total_time,payload_size
0.073600,11130434.782609,104000,819200
0.041200,19883495.145631,92000,819200
0.057600,14222222.222222,100000,819200
0.087200,9394495.412844,140000,819200
0.041600,19692307.692308,112000,819200
0.040400,20277227.722772,76000,819200
0.032000,25600000.000000,72000,819200
0.021600,37925925.925926,52000,819200
0.035200,23272727.272727,88000,819200
0.027200,30117647.058824,56000,819200
0.056400,14524822.695035,72000,819200
0.036800,22260869.565217,72000,819200
0.029600,27675675.675676,80000,819200
0.029200,28054794.520548,40000,819200
0.035600,23011235.955056,48000,819200
0.052800,15515151.515152,64000,819200
0.032000,25600000.000000,36000,819200
0.044000,18618181.818182,112000,819200
0.032000,25600000.000000,68000,819200
0.064000,12800000.000000,76000,819200
0.052000,15753846.153846,100000,819200
0.038400,21333333.333333,48000,819200
0.033200,24674698.795181,36000,819200
0.063200,12962025.316456,120000,819200
0.044400,18450450.450450,108000,819200
0.047600,17210084.033613,80000,819200
0.050000,16384000.000000,76000,819200
0.042000,19504761.904762,68000,819200
0.038000,21557894.736842,88000,819200
0.042800,19140186.915888,60000,819200
0.055200,14840579.710145,72000,819200
0.031200,26256410.256410,64000,819200
0.043200,18962962.962963,56000,819200
0.044400,18450450.450450,60000,819200
0.048000,17066666.666667,52000,819200
0.053200,15398496.240602,76000,819200
0.056000,14628571.428571,92000,819200
0.034400,23813953.488372,64000,819200
0.030000,27306666.666667,68000,819200
