rtt,thput,total_time,payload_size
0.020400,4015686.274510,28000,81920
0.032000,2560000.000000,32000,81920
0.030800,2659740.259740,56000,81920
0.164400,498296.836983,284000,81920
0.204400,400782.778865,308000,81920
0.206000,397669.902913,328000,81920
0.421200,194491.927825,684000,81920
0.365200,224315.443593,680000,81920
0.481600,170099.667774,780000,81920
0.518400,158024.691358,888000,81920
0.667600,122708.208508,972000,81920
0.641200,127760.449158,1024000,81920
0.720800,113651.498335,1036000,81920
0.788800,103853.955375,1040000,81920
0.819600,99951.195705,1008000,81920
0.896400,91387.773315,1032000,81920
0.946000,86596.194503,1032000,81920
0.980800,83523.654160,1040000,81920
1.000000,81920.000000,1036000,81920
0.997600,82117.080994,1020000,81920
0.999200,81985.588471,1020000,81920
0.986400,83049.472830,1008000,81920
0.951200,86122.792262,964000,81920
0.907200,90299.823633,928000,81920
0.912800,89745.836985,932000,81920
0.914800,89549.628334,936000,81920
0.926000,88466.522678,948000,81920
0.965600,84838.442419,988000,81920
0.948400,86377.056094,972000,81920
0.927600,88313.928417,948000,81920
0.918000,89237.472767,940000,81920
0.911200,89903.424056,932000,81920
0.945600,86632.825719,968000,81920
1.008800,81205.392546,1036000,81920
0.926800,88390.159689,972000,81920
0.917600,89276.373147,944000,81920
0.989600,82780.921584,1020000,81920
0.960000,85333.333333,984000,81920
0.912800,89745.836985,936000,81920
0.904400,90579.389651,928000,81920
0.915600,89471.384884,940000,81920
0.917600,89276.373147,940000,81920
0.915600,89471.384884,940000,81920
0.896800,91347.011597,924000,81920
0.910800,89942.907334,936000,81920
0.918400,89198.606272,944000,81920
0.984000,83252.032520,1016000,81920
0.910800,89942.907334,940000,81920
0.920400,89004.780530,952000,81920
0.900800,90941.385435,932000,81920
0.914400,89588.801400,944000,81920
0.924800,88581.314879,956000,81920
0.932000,87896.995708,964000,81920
0.972400,84245.166598,1008000,81920
0.946000,86596.194503,980000,81920
0.919600,89082.209656,952000,81920
0.942400,86926.994907,976000,81920
0.924000,88658.008658,956000,81920
0.931600,87934.735938,960000,81920
0.939200,87223.168654,968000,81920
0.942400,86926.994907,972000,81920
0.945200,86669.487939,972000,81920
0.924000,88658.008658,948000,81920
0.918800,89159.773618,944000,81920
0.912800,89745.836985,936000,81920
0.896000,91428.571429,920000,81920
0.912800,89745.836985,944000,81920
