rtt,thput,total_time,payload_size
0.036000,22755555.555556,48000,819200
0.054800,14948905.109489,68000,819200
0.064400,12720496.894410,80000,819200
0.072000,11377777.777778,84000,819200
0.070800,11570621.468927,88000,819200
0.073600,11130434.782609,108000,819200
0.065200,12564417.177914,88000,819200
0.079600,10291457.286432,96000,819200
0.077600,10556701.030928,128000,819200
0.073600,11130434.782609,96000,819200
0.047600,17210084.033613,56000,819200
0.068800,11906976.744186,92000,819200
0.061600,13298701.298701,72000,819200
0.048000,17066666.666667,56000,819200
0.042800,19140186.915888,48000,819200
0.060000,13653333.333333,88000,819200
0.054800,14948905.109489,68000,819200
0.036400,22505494.505495,68000,819200
0.053600,15283582.089552,108000,819200
0.063600,12880503.144654,84000,819200
0.065600,12487804.878049,132000,819200
0.086400,9481481.481481,100000,819200
0.083600,9799043.062201,116000,819200
0.109200,7501831.501832,148000,819200
0.123600,6627831.715210,156000,819200
0.126400,6481012.658228,164000,819200
0.200000,4096000.000000,240000,819200
0.144400,5673130.193906,192000,819200
0.178800,4581655.480984,228000,819200
0.148800,5505376.344086,332000,819200
0.222400,3683453.237410,240000,819200
0.163200,5019607.843137,176000,819200
0.164400,4982968.369830,192000,819200
0.184400,4442516.268980,220000,819200
0.178800,4581655.480984,212000,819200
0.261200,3136294.027565,288000,819200
0.192800,4248962.655602,216000,819200
0.186000,4404301.075269,208000,819200
0.241200,3396351.575456,252000,819200
0.172400,4751740.139211,188000,819200
0.178000,4602247.191011,192000,819200
0.203200,4031496.062992,212000,819200
0.161200,5081885.856079,176000,819200
0.168800,4853080.568720,180000,819200
0.170800,4796252.927400,176000,819200
0.144400,5673130.193906,152000,819200
0.150400,5446808.510638,176000,819200
0.231600,3537132.987910,252000,819200
0.192000,4266666.666667,232000,819200
0.333200,2458583.433373,368000,819200
0.268400,3052160.953800,384000,819200
0.388000,2111340.206186,432000,819200
0.498000,1644979.919679,588000,819200
0.522000,1569348.659004,644000,819200
0.641600,1276807.980050,792000,819200
0.710000,1153802.816901,848000,819200
0.825200,992729.035385,932000,819200
0.811200,1009861.932939,860000,819200
0.894000,916331.096197,940000,819200
0.884400,926277.702397,924000,819200
0.840400,974773.917182,876000,819200
0.837600,978032.473734,880000,819200
0.855200,957904.583723,900000,819200
0.858800,953889.147648,904000,819200
0.846800,967406.707605,896000,819200
0.880400,930486.142662,928000,819200
0.893200,917151.813704,940000,819200
0.908400,901805.372083,956000,819200
0.902800,907399.202481,948000,819200
0.920400,890047.805302,968000,819200
0.901200,909010.208611,948000,819200
0.933600,877463.581834,984000,819200
0.897200,913062.862238,944000,819200
0.909200,901011.878575,956000,819200
0.968400,845931.433292,1020000,819200
0.907600,902600.264434,952000,819200
0.905600,904593.639576,948000,819200
0.901600,908606.921029,944000,819200
0.932400,878592.878593,968000,819200
0.916000,894323.144105,952000,819200
0.951600,860865.910046,984000,819200
0.925200,885430.177259,956000,819200
0.930800,880103.137086,964000,819200
0.937200,874093.043107,968000,819200
0.940800,870748.299320,968000,819200
0.948400,863770.560945,976000,819200
0.927200,883520.276100,956000,819200
0.925600,885047.536733,952000,819200
0.914400,895888.013998,944000,819200
0.916400,893932.780445,944000,819200
0.918000,892374.727669,944000,819200
0.829200,987940.183309,856000,819200
0.920000,890434.782609,948000,819200
0.918000,892374.727669,944000,819200
0.866400,945521.698984,896000,819200
0.914800,895496.283341,940000,819200
0.921600,888888.888889,948000,819200
0.923200,887348.353553,948000,819200
0.909600,900615.655233,936000,819200
0.920000,890434.782609,944000,819200
0.917200,893153.074575,940000,819200
0.923600,886964.053703,948000,819200
0.920800,889661.164205,944000,819200
0.902800,907399.202481,924000,819200
0.914400,895888.013998,944000,819200
0.922400,888117.953166,944000,819200
0.922800,887732.986563,944000,819200
0.926800,883901.596893,948000,819200
0.930800,880103.137086,952000,819200
0.914800,895496.283341,936000,819200
0.907200,902998.236332,932000,819200
0.906400,903795.233892,932000,819200
0.904000,906194.690265,928000,819200
0.845600,968779.564806,868000,819200
0.906400,903795.233892,928000,819200
0.907600,902600.264434,928000,819200
0.909600,900615.655233,932000,819200
0.891600,918797.667115,916000,819200
0.891200,919210.053860,912000,819200
0.894800,915511.846223,916000,819200
0.862000,950348.027842,884000,819200
0.879600,931332.423829,900000,819200
0.880000,930909.090909,900000,819200
0.840800,974310.180780,860000,819200
0.822400,996108.949416,844000,819200
0.832400,984142.239308,852000,819200
0.810400,1010858.835143,836000,819200
1.021600,801879.404855,1040000,819200
0.810800,1010360.138135,832000,819200
0.803200,1019920.318725,824000,819200
0.805200,1017386.984600,824000,819200
0.805200,1017386.984600,824000,819200
0.803200,1019920.318725,824000,819200
0.796000,1029145.728643,816000,819200
0.794000,1031738.035264,812000,819200
0.787600,1040121.889284,812000,819200
0.792400,1033821.302373,812000,819200
0.794000,1031738.035264,812000,819200
0.798000,1026566.416040,816000,819200
0.801600,1021956.087824,816000,819200
0.801600,1021956.087824,816000,819200
0.747600,1095773.140717,764000,819200
0.739600,1107625.743645,752000,819200
0.713200,1148625.911385,724000,819200
0.674800,1213989.330172,688000,819200
0.676800,1210401.891253,688000,819200
0.631200,1297845.373891,640000,819200
0.609200,1344714.379514,612000,819200
0.607200,1349143.610013,612000,819200
0.228800,3580419.580420,284000,819200
0.172800,4740740.740741,328000,819200
0.233200,3512864.493997,316000,819200
0.282800,2896746.817539,304000,819200
0.341200,2400937.866354,344000,819200
0.277600,2951008.645533,344000,819200
0.251200,3261146.496815,328000,819200
0.294400,2782608.695652,372000,819200
0.359600,2278086.763070,452000,819200
0.288400,2840499.306519,376000,819200
0.307200,2666666.666667,380000,819200
0.330400,2479418.886199,380000,819200
0.346800,2362168.396770,388000,819200
0.326000,2512883.435583,352000,819200
0.367600,2228509.249184,400000,819200
0.372800,2197424.892704,416000,819200
0.326400,2509803.921569,348000,819200
0.352400,2324631.101022,376000,819200
0.327200,2503667.481663,348000,819200
0.332000,2467469.879518,352000,819200
0.318800,2569636.135508,328000,819200
0.356800,2295964.125561,384000,819200
0.305600,2680628.272251,312000,819200
0.293600,2790190.735695,316000,819200
0.304000,2694736.842105,328000,819200
0.406800,2013765.978368,464000,819200
0.344000,2381395.348837,344000,819200
0.374400,2188034.188034,492000,819200
0.394400,2077079.107505,492000,819200
0.329600,2485436.893204,368000,819200
0.339600,2412249.705536,376000,819200
0.350800,2335233.751425,380000,819200
0.359600,2278086.763070,384000,819200
0.356400,2298540.965208,364000,819200
0.353200,2319365.798414,360000,819200
0.352800,2321995.464853,360000,819200
0.347200,2359447.004608,356000,819200
0.352800,2321995.464853,364000,819200
0.351200,2332574.031891,364000,819200
0.352400,2324631.101022,364000,819200
0.352400,2324631.101022,360000,819200
0.322800,2537794.299876,336000,819200
0.315600,2595690.747782,328000,819200
0.261200,3136294.027565,280000,819200
0.259200,3160493.827160,284000,819200
0.261200,3136294.027565,284000,819200
0.266800,3070464.767616,288000,819200
0.263600,3107738.998483,268000,819200
0.252400,3245641.838352,260000,819200
0.247200,3313915.857605,252000,819200
0.236000,3471186.440678,236000,819200
