rtt,thput,total_time,payload_size
0.020800,3938461.538462,68000,81920
0.025600,3200000.000000,28000,81920
0.036400,2250549.450549,48000,81920
0.042800,1914018.691589,60000,81920
0.018000,4551111.111111,24000,81920
0.050800,1612598.425197,72000,81920
0.051200,1600000.000000,80000,81920
0.016400,4995121.951220,36000,81920
0.042400,1932075.471698,52000,81920
0.104400,784674.329502,112000,81920
0.048400,1692561.983471,76000,81920
0.074000,1107027.027027,104000,81920
0.188000,435744.680851,188000,81920
0.204000,401568.627451,204000,81920
0.181600,451101.321586,248000,81920
0.094400,867796.610169,236000,81920
0.224000,365714.285714,224000,81920
0.169200,484160.756501,188000,81920
0.226400,361837.455830,252000,81920
0.209200,391586.998088,252000,81920
0.237600,344781.144781,340000,81920
0.238000,344201.680672,252000,81920
0.245600,333550.488599,260000,81920
0.252000,325079.365079,264000,81920
0.281600,290909.090909,296000,81920
0.275600,297242.380261,288000,81920
0.248000,330322.580645,260000,81920
0.239600,341903.171953,252000,81920
0.244400,335188.216039,256000,81920
0.240800,340199.335548,256000,81920
0.244400,335188.216039,260000,81920
0.244000,335737.704918,260000,81920
0.258800,316537.867079,276000,81920
0.247200,331391.585761,264000,81920
0.238400,343624.161074,256000,81920
0.252800,324050.632911,272000,81920
0.258000,317519.379845,276000,81920
0.258000,317519.379845,276000,81920
0.242800,337397.034596,260000,81920
0.238800,343048.576214,252000,81920
0.228400,358669.001751,244000,81920
0.239600,341903.171953,256000,81920
0.234000,350085.470085,244000,81920
0.232400,352495.697074,240000,81920
0.235200,348299.319728,244000,81920
0.201600,406349.206349,204000,81920
0.207600,394605.009634,212000,81920
0.205200,399220.272904,212000,81920
0.196800,416260.162602,204000,81920
0.212800,384962.406015,224000,81920
0.197200,415415.821501,208000,81920
0.200000,409600.000000,212000,81920
0.202800,403944.773176,216000,81920
0.204400,400782.778865,216000,81920
0.194800,420533.880903,204000,81920
0.198000,413737.373737,208000,81920
0.192400,425779.625780,200000,81920
0.184400,444251.626898,192000,81920
0.204400,400782.778865,224000,81920
0.170000,481882.352941,172000,81920
0.024000,3413333.333333,32000,81920
0.018000,4551111.111111,24000,81920
0.041200,1988349.514563,64000,81920
0.016800,4876190.476190,32000,81920
0.010400,7876923.076923,16000,81920
0.010000,8192000.000000,16000,81920
0.052000,1575384.615385,88000,81920
0.017600,4654545.454545,24000,81920
0.036400,2250549.450549,48000,81920
0.038800,2111340.206186,44000,81920
0.040400,2027722.772277,52000,81920
0.072000,1137777.777778,116000,81920
0.029200,2805479.452055,64000,81920
0.063200,1296202.531646,132000,81920
0.169600,483018.867925,212000,81920
0.141600,578531.073446,144000,81920
0.200800,407968.127490,280000,81920
0.119200,687248.322148,352000,81920
0.169200,484160.756501,260000,81920
0.201600,406349.206349,312000,81920
0.233200,351286.449400,308000,81920
0.263600,310773.899848,316000,81920
0.272400,300734.214391,316000,81920
0.284400,288045.007032,316000,81920
0.291200,281318.681319,316000,81920
0.296400,276383.265857,312000,81920
0.299200,273796.791444,312000,81920
0.289200,283264.177040,308000,81920
0.293200,279399.727149,312000,81920
0.295200,277506.775068,316000,81920
0.295600,277131.258457,316000,81920
0.284800,287640.449438,308000,81920
0.288000,284444.444444,308000,81920
0.297200,275639.300135,316000,81920
0.297600,275268.817204,316000,81920
0.290000,282482.758621,308000,81920
0.291600,280932.784636,408000,81920
0.289200,283264.177040,308000,81920
0.286000,286433.566434,304000,81920
0.290000,282482.758621,308000,81920
0.290000,282482.758621,308000,81920
0.290000,282482.758621,308000,81920
0.274400,298542.274052,292000,81920
0.262800,311719.939117,284000,81920
0.262800,311719.939117,280000,81920
0.264000,310303.030303,280000,81920
0.263600,310773.899848,276000,81920
0.250000,327680.000000,260000,81920
0.243600,336288.998358,252000,81920
0.212000,386415.094340,220000,81920
0.208000,393846.153846,216000,81920
0.201600,406349.206349,208000,81920
0.200400,408782.435130,208000,81920
0.199600,410420.841683,208000,81920
0.215600,379962.894249,224000,81920
0.212400,385687.382298,220000,81920
0.194400,421399.176955,200000,81920
0.183200,447161.572052,188000,81920
0.164000,499512.195122,164000,81920
0.131200,624390.243902,132000,81920
0.023600,3471186.440678,60000,81920
0.028400,2884507.042254,52000,81920
0.036000,2275555.555556,68000,81920
0.136000,602352.941176,252000,81920
0.110800,739350.180505,212000,81920
0.160000,512000.000000,256000,81920
0.231200,354325.259516,356000,81920
0.275200,297674.418605,456000,81920
0.291200,281318.681319,504000,81920
0.366000,223825.136612,532000,81920
0.365200,224315.443593,520000,81920
0.411200,199221.789883,528000,81920
0.436000,187889.908257,528000,81920
0.444800,184172.661871,524000,81920
0.465600,175945.017182,528000,81920
0.490000,167183.673469,532000,81920
0.504800,162282.091918,532000,81920
0.491200,166775.244300,520000,81920
0.506800,161641.673244,528000,81920
0.508400,161132.966168,528000,81920
0.543600,150699.043414,564000,81920
0.502400,163057.324841,520000,81920
0.500400,163709.032774,516000,81920
0.466400,175643.224700,476000,81920
0.496000,165161.290323,504000,81920
0.451200,181560.283688,460000,81920
0.480000,170666.666667,484000,81920
0.436400,187717.690192,444000,81920
0.421600,194307.400380,424000,81920
0.415600,197112.608277,424000,81920
0.423600,193389.990557,436000,81920
0.417200,196356.663471,436000,81920
0.412400,198642.095053,432000,81920
0.429600,190689.013035,448000,81920
0.422400,193939.393939,440000,81920
0.422800,193755.912961,444000,81920
0.422800,193755.912961,444000,81920
0.439200,186520.947177,460000,81920
0.424000,193207.547170,444000,81920
0.413600,198065.764023,436000,81920
0.410400,199610.136452,432000,81920
0.415600,197112.608277,436000,81920
0.416400,196733.909702,436000,81920
0.416800,196545.105566,436000,81920
0.422000,194123.222749,440000,81920
0.414000,197874.396135,432000,81920
0.414000,197874.396135,432000,81920
0.414000,197874.396135,432000,81920
0.398000,205829.145729,416000,81920
0.394400,207707.910751,408000,81920
0.394400,207707.910751,408000,81920
0.397600,206036.217304,412000,81920
0.393600,208130.081301,408000,81920
0.393200,208341.810783,408000,81920
0.392800,208553.971487,404000,81920
0.392000,208979.591837,404000,81920
0.386400,212008.281573,396000,81920
0.369600,221645.021645,380000,81920
0.362400,226048.565121,368000,81920
0.364400,224807.903403,372000,81920
0.058000,1412413.793103,96000,81920
0.212000,386415.094340,364000,81920
0.260000,315076.923077,380000,81920
0.289600,282872.928177,408000,81920
0.306400,267362.924282,420000,81920
0.130000,630153.846154,516000,81920
0.444400,184338.433843,500000,81920
