n_pkt,thput
5,9142857
5,4000000
25,16000000
25,14678899
50,12825651
50,10921501
100,16131064
100,13333333
200,10870488
200,10101607
400,8877137
400,8456345
800,5906932
800,6075168
5,3368421
5,3047619
25,9815950
25,6694560
50,18285714
50,12307692
100,7085524
100,7847946
200,12079745
200,10267722
400,7338923
400,7032121
800,5509949
800,5305751
5,10666666
5,2461538
25,17391304
25,9815950
50,10526315
50,9552238
100,11218229
100,12555174
200,10500410
200,9934995
400,8542409
400,8257232
800,6092971
800,5778516
5,3555555
5,2133333
25,6477732
25,9580838
50,7556080
50,6729758
100,16030056
100,12109744
200,10571959
200,10098619
400,1553572
400,14785936
800,5013786
800,4919809
5,7111111
5,7111111
25,7920792
25,6896551
50,9103840
50,7960199
100,8078258
100,8101265
200,7758751
200,8068710
400,6665039
400,6515445
800,5349528
800,4981725
