rtt,thput,total_time,payload_size
0.028000,29257142.857143,60000,819200
0.061200,13385620.915033,72000,819200
0.064000,12800000.000000,92000,819200
0.084400,9706161.137441,92000,819200
0.109600,7474452.554745,120000,819200
0.068400,11976608.187135,88000,819200
0.052800,15515151.515152,80000,819200
0.056400,14524822.695035,80000,819200
0.038800,21113402.061856,92000,819200
0.045200,18123893.805310,84000,819200
0.078400,10448979.591837,80000,819200
0.072400,11314917.127072,88000,819200
0.162400,5044334.975369,260000,819200
0.183600,4461873.638344,232000,819200
0.196400,4171079.429735,200000,819200
0.120000,6826666.666667,120000,819200
0.067200,12190476.190476,72000,819200
0.182800,4481400.437637,228000,819200
0.113600,7211267.605634,116000,819200
0.059200,13837837.837838,64000,819200
0.116800,7013698.630137,136000,819200
0.068000,12047058.823529,80000,819200
0.074400,11010752.688172,112000,819200
0.066800,12263473.053892,76000,819200
0.115200,7111111.111111,128000,819200
0.090000,9102222.222222,168000,819200
0.124000,6606451.612903,124000,819200
0.074800,10951871.657754,80000,819200
0.073200,11191256.830601,100000,819200
0.107200,7641791.044776,128000,819200
0.460000,1780869.565217,460000,819200
0.178800,4581655.480984,404000,819200
0.325600,2515970.515971,444000,819200
0.356000,2301123.595506,776000,819200
0.495200,1654281.098546,604000,819200
0.472800,1732656.514382,604000,819200
0.431200,1899814.471243,560000,819200
0.516000,1587596.899225,600000,819200
0.603200,1358090.185676,636000,819200
0.560000,1462857.142857,616000,819200
0.586800,1396046.353102,624000,819200
0.593200,1380984.490897,640000,819200
0.596000,1374496.644295,644000,819200
0.617200,1327284.510693,664000,819200
0.613600,1335071.707953,656000,819200
0.616400,1329007.138222,668000,819200
0.627200,1306122.448980,672000,819200
0.626800,1306955.966816,676000,819200
0.622800,1315350.032113,664000,819200
0.640400,1279200.499688,676000,819200
0.626800,1306955.966816,656000,819200
0.667200,1227817.745803,692000,819200
0.662400,1236714.975845,704000,819200
0.686800,1192778.101340,716000,819200
0.643200,1273631.840796,672000,819200
0.661200,1238959.467635,692000,819200
0.684800,1196261.682243,716000,819200
0.675200,1213270.142180,704000,819200
0.626800,1306955.966816,656000,819200
0.632000,1296202.531646,664000,819200
