rtt,thput,total_time,payload_size
0.114000,7185964.912281,284000,819200
0.427600,1915809.167446,1144000,819200
1.044800,784073.506891,1980000,819200
1.274000,643014.128728,2228000,819200
1.562400,524321.556580,2592000,819200
1.691200,484389.782403,2640000,819200
0.445600,1838420.107720,1140000,819200
0.511600,1601250.977326,1280000,819200
0.546400,1499267.935578,1328000,819200
1.176400,696361.781707,1844000,819200
1.442000,568099.861304,1828000,819200
0.496800,1648953.301127,1696000,819200
0.978800,836943.195750,2392000,819200
1.935600,423227.939657,3656000,819200
2.335200,350805.070230,4124000,819200
0.360800,2270509.977827,1212000,819200
1.024800,799375.487900,2648000,819200
1.642000,498903.775883,3164000,819200
1.986400,412404.349577,3204000,819200
2.299200,356297.842728,3224000,819200
0.703600,1164297.896532,1992000,819200
0.952000,860504.201681,2088000,819200
1.382400,592592.592593,2148000,819200
1.606800,509833.208862,2172000,819200
1.801600,454706.927176,2188000,819200
0.600400,1364423.717522,2056000,819200
1.563200,524053.224156,3720000,819200
2.548000,321507.064364,5088000,819200
3.132400,261524.709488,5800000,819200
0.968400,845931.433292,2764000,819200
1.234400,663642.255347,3284000,819200
2.045200,400547.623704,3756000,819200
2.444000,335188.216039,3812000,819200
2.802000,292362.598144,3824000,819200
0.614400,1333333.333333,2048000,819200
1.472800,556219.445953,2948000,819200
1.795600,456226.331031,2992000,819200
2.120000,386415.094340,3024000,819200
2.376400,344723.110587,3020000,819200
0.964800,849087.893864,2848000,819200
2.243200,365192.582026,4836000,819200
2.870400,285395.763657,5616000,819200
1.017200,805348.014157,3100000,819200
1.453200,563721.442334,3716000,819200
2.255600,363184.961873,3900000,819200
2.652400,308852.360127,3908000,819200
0.974799,840378.375439,2783999,819200
1.233999,663857.912365,3315999,819200
2.037999,401962.905772,3591999,819200
2.645199,309693.145960,3563999,819200
1.444000,567313.019391,3856000,819200
1.996800,410256.410256,4668000,819200
3.164800,258847.320526,6244000,819200
0.843200,971537.001898,2788000,819200
2.060000,397669.902913,4196000,819200
2.543600,322063.217487,4272000,819200
2.986400,274310.206268,4288000,819200
