rtt,thput,total_time,payload_size
0.064400,1272049.689441,168000,81920
0.423600,193389.990557,952000,81920
0.664000,123373.493976,1252000,81920
0.784800,104383.282365,1408000,81920
0.921200,88927.485888,1512000,81920
1.049600,78048.780488,1540000,81920
1.172400,69873.763221,1580000,81920
1.281200,63940.056197,1640000,81920
1.376800,59500.290529,1772000,81920
1.017600,80503.144654,1044000,81920
1.048000,78167.938931,1116000,81920
1.050400,77989.337395,1124000,81920
1.060400,77253.866465,1140000,81920
1.056000,77575.757576,1136000,81920
1.074400,76247.207744,1156000,81920
1.051200,77929.984779,1116000,81920
1.064400,76963.547539,1124000,81920
1.068400,76675.402471,1124000,81920
1.057200,77487.703367,1108000,81920
1.032400,79349.089500,1104000,81920
1.049200,78078.536027,1124000,81920
1.034000,79226.305609,1112000,81920
1.039200,78829.869130,1120000,81920
1.063200,77050.413845,1132000,81920
1.040800,78708.685626,1100000,81920
1.052400,77841.125048,1104000,81920
1.056000,77575.757576,1096000,81920
0.030800,2659740.259740,60000,81920
0.044400,1845045.045045,60000,81920
0.064400,1272049.689441,104000,81920
0.068400,1197660.818713,108000,81920
0.085200,961502.347418,112000,81920
0.095200,860504.201681,204000,81920
0.163200,501960.784314,412000,81920
0.545600,150146.627566,1004000,81920
0.658000,124498.480243,1064000,81920
0.913600,89667.250438,1340000,81920
1.114000,73536.804309,1608000,81920
1.038800,78860.223335,1124000,81920
1.043200,78527.607362,1144000,81920
1.028400,79657.720731,1140000,81920
1.050000,78019.047619,1164000,81920
1.060800,77224.736048,1172000,81920
1.056400,77546.383945,1164000,81920
1.061600,77166.541070,1160000,81920
1.079600,75879.955539,1168000,81920
1.084000,75571.955720,1156000,81920
1.064800,76934.635612,1136000,81920
0.067200,1219047.619048,108000,81920
0.073600,1113043.478261,116000,81920
0.091600,894323.144105,156000,81920
0.128000,640000.000000,172000,81920
0.142000,576901.408451,176000,81920
0.138000,593623.188406,156000,81920
0.062400,1312820.512821,164000,81920
0.156800,522448.979592,316000,81920
0.199200,411244.979920,372000,81920
0.422800,193755.912961,556000,81920
0.465200,176096.302666,584000,81920
0.494400,165695.792880,608000,81920
0.520000,157538.461538,632000,81920
0.531200,154216.867470,644000,81920
0.558000,146810.035842,664000,81920
0.570000,143719.298246,664000,81920
0.595600,137541.974480,684000,81920
0.620400,132043.842682,704000,81920
0.616400,132900.713822,700000,81920
0.639200,128160.200250,716000,81920
0.624800,131113.956466,716000,81920
0.639200,128160.200250,732000,81920
0.662000,123746.223565,752000,81920
0.672000,121904.761905,764000,81920
0.702400,116628.701595,776000,81920
0.714800,114605.484051,780000,81920
0.726000,112837.465565,780000,81920
0.388000,211134.020619,1148000,81920
0.702400,116628.701595,1560000,81920
0.905200,90499.337163,1796000,81920
1.304400,62802.821220,2252000,81920
1.538800,53236.288017,2508000,81920
1.754400,46694.026448,2724000,81920
1.070800,76503.548749,1152000,81920
1.064400,76963.547539,1144000,81920
1.052000,77870.722433,1124000,81920
1.047200,78227.654698,1108000,81920
0.312400,262227.912932,988000,81920
0.594000,137912.457912,1428000,81920
0.758000,108073.878628,1464000,81920
0.918400,89198.606272,1496000,81920
1.069600,76589.379207,1520000,81920
1.206400,67904.509284,1544000,81920
1.326000,61779.788839,1564000,81920
1.402800,58397.490733,1552000,81920
0.068800,1190697.674419,116000,81920
0.086000,952558.139535,128000,81920
0.280400,292154.065621,976000,81920
0.901600,90860.692103,1944000,81920
1.137600,72011.251758,2228000,81920
1.409600,58115.777526,2552000,81920
1.692000,48416.075650,2852000,81920
0.198000,413737.373737,716000,81920
0.753600,108704.883227,1720000,81920
0.945600,86632.825719,1748000,81920
1.138000,71985.940246,1776000,81920
1.290400,63484.190949,1772000,81920
1.447600,56590.218292,1792000,81920
1.580800,51821.862348,1808000,81920
0.345600,237037.037037,884000,81920
0.542000,151143.911439,980000,81920
0.659200,124271.844660,1036000,81920
0.772800,106004.140787,1092000,81920
0.844400,97015.632402,1108000,81920
0.931600,87934.735938,1156000,81920
0.988000,82914.979757,1188000,81920
1.038800,78860.223335,1224000,81920
1.086400,75405.007364,1244000,81920
1.122000,73012.477718,1256000,81920
1.145200,71533.356619,1252000,81920
0.443600,184670.874662,1348000,81920
0.846800,96740.670761,1992000,81920
1.614400,50743.310208,3048000,81920
1.905200,42998.110435,3236000,81920
2.141600,38251.774374,3188000,81920
0.399600,205005.005005,1316000,81920
0.725600,112899.669239,1556000,81920
1.040800,78708.685626,1608000,81920
1.212000,67590.759076,1636000,81920
1.363200,60093.896714,1656000,81920
1.486000,55127.860027,1672000,81920
0.119200,687248.322148,268000,81920
0.225200,363765.541741,336000,81920
0.245600,333550.488599,336000,81920
0.263600,310773.899848,316000,81920
