rtt,thput,total_time,total_data
0.005384,1582407132.243685,7912000,8519680
0.004500,1893262222.222222,7952000,8519680
0.004769,1786470958.272175,7932000,8519680
0.005423,1571027106.767472,7924000,8519680
0.004423,1926222021.252544,7940000,8519680
0.004346,1960349746.893695,7964000,8519680
0.004615,1846084507.042253,7932000,8519680
0.004269,1995708596.861091,7960000,8519680
0.004500,1893262222.222222,7924000,8519680
0.006730,1265925705.794948,7980000,8519680
0.006846,1244475606.193398,7940000,8519680
0.005384,1582407132.243685,7972000,8519680
0.004461,1909813943.062094,7960000,8519680
0.008000,1064960000.000000,7984000,8519680
0.006038,1411010268.300762,7968000,8519680
0.004384,1943357664.233577,7972000,8519680
0.004961,1717331183.229188,7956000,8519680
0.005423,1571027106.767472,7964000,8519680
0.004653,1831007951.859016,7984000,8519680
0.004846,1758085018.572018,8000000,8519680
0.007307,1165961406.870125,7928000,8519680
0.007192,1184605116.796441,7936000,8519680
0.008884,958991445.294912,7964000,8519680
0.005307,1605366497.079329,7956000,8519680
0.006076,1402185648.452929,7936000,8519680
0.005192,1640924499.229584,7960000,8519680
0.005307,1605366497.079329,7956000,8519680
0.005769,1476803605.477552,7968000,8519680
0.006615,1287933484.504913,7948000,8519680
0.005615,1517307212.822796,7972000,8519680
0.005500,1549032727.272727,7952000,8519680
0.005807,1467139659.032202,7948000,8519680
0.006000,1419946666.666667,7964000,8519680
0.007153,1191063889.277226,7972000,8519680
0.009500,896808421.052632,8000000,8519680
0.005538,1538403755.868545,7952000,8519680
0.007846,1085862860.056079,7924000,8519680
0.006384,1334536340.852130,7960000,8519680
0.005884,1447940176.750510,7964000,8519680
0.008923,954799955.172027,7956000,8519680
