n_pkt,thput
5,3764705
5,3555555
25,5673758
25,4624277
50,5565217
50,4610951
100,4680928
100,5510116
200,5218898
200,4769223
400,4010417
400,3913325
800,3563249
800,3485364
1600,2279246
1600,2295405
5,7111111
5,4923076
25,5882352
25,4597701
50,5479452
50,4885496
100,5007824
100,5168584
200,5016165
200,4850551
400,4461825
400,4396595
800,3292538
800,3247230
1600,2468092
1600,2450736
5,9142857
5,5333333
25,5177993
25,4432132
50,5254515
50,4786836
100,5160249
100,5858123
200,4959077
200,4769667
400,4453432
400,4348934
800,3531445
800,3589676
1600,2471251
1600,2492552
5,8000000
5,3764705
25,4020100
25,3333333
50,6299212
50,4972804
100,4993173
100,5148833
200,5115907
200,4866688
400,4568777
400,4432708
800,3229799
800,3253918
1600,2495852
1600,2482397
5,4266666
5,2909090
25,5047318
25,4232804
50,5409974
50,4859529
100,5030457
100,5843414
200,5333055
200,4928289
400,4303108
400,4368227
800,3532199
800,3486625
1600,2471509
1600,2490605
