n_pkt,thput
5,4266666
5,3555555
5,8000000
25,4637681
25,2826855
25,2622950
50,2507836
50,2871242
50,2343463
100,3795966
100,3519868
100,3065501
200,2925212
200,3036953
200,2890124
400,1932886
400,1892799
400,1974984
800,1679826
800,1653451
800,1645817
1600,1057835
1600,1045291
1600,1043348
5,5818181
5,9142857
5,5818181
25,4597701
25,3508771
25,2990654
50,3370194
50,3804994
50,3146509
100,3504449
100,3618374
100,3050887
200,2927470
200,2826543
200,2840184
400,2462485
400,2378574
400,2361187
800,1703903
800,1728950
800,1673168
1600,1081375
1600,1070128
1600,1067015
5,8000000
5,16000000
5,6400000
25,3426124
25,4733727
25,3137254
50,3487738
50,3855421
50,3201600
100,2504892
100,2395433
100,2695020
200,2199879
200,2372402
200,2290878
400,2032794
400,2081745
400,2005768
800,1689256
800,1646257
800,1639634
1600,1072892
1600,1061342
1600,1068849
5,8000000
5,5333333
5,4923076
25,7407407
25,4705882
25,4456824
50,4073838
50,3680276
50,3227433
100,3580419
100,3276170
100,3156207
200,2947441
200,3118243
200,2899453
400,2358088
400,2430283
400,2344161
800,1700384
800,1695015
800,1723341
1600,1058978
1600,1054661
1600,1052497
5,9142857
5,9142857
5,5818181
25,2973977
25,3389830
25,3001876
50,3206412
50,3695150
50,3292181
100,3268224
100,3174603
100,3124618
200,3143901
200,2900110
200,2871001
400,2368232
400,2290686
400,2241509
800,1710721
800,1729406
800,1703728
1600,1051702
1600,1061144
1600,1057689
