n_pkt,thput
5,1280000
5,457142
5,400000
25,620155
25,441988
25,521172
50,837696
50,710321
50,646464
100,762812
100,714086
100,642731
200,522022
200,561988
200,534446
400,437770
400,404423
400,397049
800,141105
800,279950
800,276935
5,457142
5,711111
5,355555
25,551724
25,479041
25,428954
50,574506
50,505130
50,489296
100,483018
100,461677
100,455030
200,445198
200,400939
200,409501
400,251265
400,239123
400,241777
800,210744
800,208722
800,208328
5,640000
5,457142
5,266666
25,569395
25,511182
25,463768
50,561403
50,496124
50,490421
100,532778
100,502749
100,455759
200,430306
200,403801
200,399640
400,320764
400,313749
400,311449
800,215789
800,208768
800,210773
5,914285
5,581818
5,426666
25,590405
25,498442
25,448179
50,374050
50,331606
50,320000
100,501862
100,481203
100,459357
200,460597
200,403292
200,438769
400,335993
400,314344
400,318903
800,214139
800,209239
800,210529
5,376470
5,320000
5,266666
25,613026
25,519480
25,477611
50,541455
50,493446
50,476900
100,495643
100,489016
100,459605
200,422285
200,403769
200,398288
400,333414
400,312050
400,310929
800,206072
800,212577
800,209599
5,711111
5,426666
5,426666
25,553633
25,453257
25,493827
50,556038
50,485952
50,471976
100,511488
100,468349
100,456002
200,407578
200,401836
200,396668
400,315229
400,328811
400,313085
800,213361
800,209225
800,207770
5,1600000
5,581818
5,336842
25,575539
25,500000
25,586080
50,672975
50,584474
50,546541
100,429530
100,354276
100,348062
200,408244
200,396853
200,391317
400,336675
400,321726
400,317728
800,210843
800,206451
800,205608
5,1600000
5,640000
5,320000
25,608365
25,421052
25,395061
50,900140
50,559440
50,537363
100,532667
100,501076
100,458945
200,444328
200,421590
200,403483
400,309718
400,313157
400,320533
800,204456
800,200630
800,200162
5,800000
5,711111
5,711111
25,571428
25,507936
25,412371
50,392156
50,349154
50,330067
100,548414
100,525667
100,459357
200,399875
200,431885
200,425797
400,320678
400,310039
400,304058
800,205531
800,209822
800,207160
5,1280000
5,914285
5,336842
25,590405
25,533333
25,617760
50,629921
50,565371
50,509554
100,520536
100,446927
100,442676
200,432706
200,409747
200,404871
400,239766
400,232119
400,235724
800,213638
800,207469
800,208458
5,800000
5,1066666
5,376470
25,627450
25,561403
25,987654
50,538267
50,488549
50,490045
100,526315
100,469983
100,465200
200,399064
200,427682
200,414373
400,337263
400,321529
400,317052
800,205166
800,201942
800,197661
5,376470
5,188235
5,246153
25,661157
25,501567
25,509554
50,615384
50,544217
50,496124
100,488456
100,474074
100,450070
200,424561
200,404551
200,398087
400,327824
400,313037
400,314771
800,209626
800,208273
800,207313
5,376470
5,426666
5,320000
25,451977
25,418848
25,390243
50,563876
50,504334
50,474425
100,503243
100,474513
100,462344
200,425461
200,410947
200,402579
400,318777
400,311715
400,309370
800,188256
800,185549
800,185062
5,800000
5,711111
5,256000
25,538720
25,461095
25,392156
50,569902
50,492307
50,494590
100,532224
100,477968
100,466982
200,530075
200,424861
200,440183
400,271497
400,317901
400,328592
800,200365
800,195423
800,192976
5,581818
5,426666
5,304761
25,430107
25,386473
25,341151
50,490421
50,442294
50,424121
100,472411
100,446537
100,420430
200,360664
200,390511
200,381193
400,305261
400,287503
400,298159
800,213798
800,201059
800,202980
5,914285
5,914285
5,800000
25,484848
25,422163
25,406091
50,387409
50,336311
50,315581
100,469897
100,436785
100,422860
200,398149
200,377150
200,380442
400,301273
400,293904
400,295296
800,185487
800,187988
800,183487
5,2133333
5,711111
5,457142
25,588235
25,506329
25,465116
50,520325
50,350301
50,339702
100,469897
100,437233
100,428595
200,586281
200,566309
400,298211
400,292519
400,302267
800,196278
800,195363
800,197649
5,640000
5,640000
5,457142
25,503144
25,406091
25,367816
50,475482
50,446615
50,416666
100,488176
100,436413
100,429530
200,391586
200,373831
200,368969
400,301773
400,291565
400,304286
800,203409
800,201474
800,199453
5,426666
5,256000
5,177777
25,448179
25,406091
25,380952
50,485952
50,444136
50,424403
100,519269
100,433677
100,426382
200,390780
200,373872
200,364763
400,231832
400,228043
400,230343
800,191757
800,194652
800,192513
5,800000
5,533333
5,355555
25,477611
25,352422
25,329218
50,558464
50,525883
50,470934
100,617016
100,522875
100,453097
200,280033
200,271474
200,264818
400,310557
400,289582
400,306963
800,202478
800,195171
800,199441
