n_pkt,thput
5,457142
5,400000
5,400000
5,400000
25,419947
25,314960
25,294659
25,279272
50,728929
50,236342
50,532003
50,493066
100,513334
100,437009
100,426808
100,414843
200,344908
200,339973
200,368133
200,355679
400,249951
400,256265
400,243087
400,240691
800,141335
800,139604
800,134856
800,135824
5,1280000
5,914285
5,800000
5,336842
25,438356
25,349344
25,307692
25,324543
50,489296
50,462093
50,448179
50,437158
100,451977
100,428667
100,423280
100,417141
200,343295
200,346507
200,416836
200,405898
400,199559
400,197090
400,190809
400,188933
800,132374
800,129017
800,106502
800,126024
5,1066666
5,1066666
5,533333
5,2133333
25,606060
25,476190
25,454545
25,430107
50,949554
50,337019
50,328542
50,328205
100,447708
100,418163
100,402579
100,394696
200,311928
200,353030
200,331702
200,313043
400,231977
400,228350
400,224650
400,224112
800,145526
800,140629
800,110187
800,135380
5,711111
5,800000
5,711111
5,355555
25,606060
25,414507
25,451977
25,461095
50,501174
50,455516
50,427807
50,414239
100,441075
100,408619
100,386007
100,360614
200,297492
200,320150
200,313303
200,305261
400,242292
400,234061
400,134387
400,228300
800,122310
800,118431
800,118002
800,119324
5,533333
5,376470
5,426666
5,1280000
25,524590
25,428954
25,364464
25,385542
50,338445
50,272688
50,247104
50,245022
100,350973
100,343347
100,333942
100,318170
200,298133
200,270291
200,281496
200,280118
400,158438
400,166335
400,159314
400,162350
800,128580
800,125858
800,91681
800,124295
5,492307
5,278260
5,426666
5,711111
25,492307
25,385542
25,350877
50,247104
50,221572
50,221990
50,206385
100,317893
100,291804
100,282311
100,276487
200,254435
200,246159
200,229699
200,241236
400,177871
400,174172
400,181276
400,172084
800,118459
800,89564
800,116185
800,114952
5,533333
5,304761
5,800000
5,426666
25,334029
25,220994
25,207792
25,195360
50,302886
50,285077
50,258690
50,251572
100,273708
100,265587
100,247749
100,243299
200,162943
200,155339
200,159476
200,157713
400,159843
400,157203
400,156174
400,157665
800,105911
800,106850
800,106223
800,107876
5,492307
5,278260
5,304761
5,581818
25,384615
25,320000
25,281690
25,272108
50,334029
50,289069
50,281814
50,265010
100,270698
100,249099
100,243786
100,240669
200,224664
200,210413
200,214666
200,213106
400,134779
400,136740
400,138360
400,135366
800,105936
800,107285
800,106366
800,105366
5,533333
5,376470
5,320000
5,278260
25,415584
25,323232
25,273504
25,283687
50,294930
50,267670
50,260586
50,255693
100,205721
100,191330
100,178721
100,174887
200,167017
200,163359
200,172591
200,168554
400,165744
400,162800
400,160793
400,158010
800,107023
800,106358
800,105744
