n_pkt,thput
5,1600000
5,336842
25,946745
25,1568627
50,1068447
50,926193
100,1172698
100,1039382
200,1086126
200,976167
400,872157
400,774496
800,594670
800,568369
5,2133333
5,426666
25,1000000
25,559440
50,984615
50,776699
100,1103924
100,1034343
200,1097182
200,967223
400,776051
400,774701
800,578414
800,579769
5,1600000
5,914285
25,1081081
25,1088435
50,871934
50,960960
100,2009419
100,1456200
200,668407
200,631864
400,772757
400,798409
800,568985
800,564422
5,640000
5,256000
25,808080
25,575539
50,690399
50,651731
100,1070681
100,1034761
200,1032466
200,954600
400,795355
400,775595
800,561209
800,571261
5,640000
5,320000
25,758293
25,526315
50,701754
50,641925
100,1077894
100,1029766
200,970248
200,927872
400,689481
400,580556
800,554607
800,565316
5,914285
5,457142
25,737327
25,800000
50,1092150
50,807061
100,1116441
100,1135758
200,1073825
200,980748
400,845494
400,782680
800,448767
800,446189
5,1066666
5,336842
25,672268
25,599250
50,702524
50,676532
100,1065778
100,992632
200,846280
200,948235
400,778145
400,784283
800,476172
800,465790
5,914285
5,336842
25,1073825
25,1221374
50,978593
50,879120
100,1058288
100,1028525
200,1322143
200,1050256
400,825856
400,777111
800,464529
800,479009
5,914285
5,336842
25,471976
25,658436
50,871934
50,733104
100,1198501
100,1083368
200,1116076
200,997953
400,818823
400,799984
800,572594
800,555527
5,914285
5,400000
25,620155
25,1038961
50,1066666
50,805031
100,802759
100,703876
200,981501
200,922439
400,772305
400,775434
800,566783
800,587044
5,2133333
5,355555
25,1073825
25,1259842
50,1388286
50,832249
100,1164165
100,1081537
200,1102141
200,977752
400,814508
400,785185
800,583019
800,570922
5,914285
5,336842
25,893854
25,546075
50,767386
50,677248
100,1122807
100,1053931
200,1049180
200,960330
400,836174
400,787540
800,583529
800,562540
5,1280000
5,711111
25,547945
25,740740
50,978593
50,911680
100,1028112
100,978967
200,785697
200,837833
400,785667
400,775184
800,577982
800,602131
5,1280000
5,640000
25,300742
25,898876
50,1019108
50,911680
100,1001564
100,1036017
200,1151337
200,993306
400,791497
400,784975
800,557732
800,576866
5,3200000
5,914285
25,666666
25,597014
50,1322314
50,897615
100,877914
100,739456
200,916577
200,986797
400,784208
400,761862
800,609154
800,571623
5,1600000
5,355555
25,1066666
25,1095890
50,761904
50,1037277
100,1607030
100,1590062
200,911680
200,937900
400,801016
400,767760
800,558125
800,563616
5,711111
5,336842
25,935672
25,975609
50,1434977
50,863697
100,1139804
100,1259222
200,840860
200,762869
400,780696
400,755190
800,565244
800,585584
5,1600000
5,914285
25,730593
25,1280000
50,900140
50,992248
100,1150561
100,1061359
200,970524
200,921028
400,561088
400,542998
800,497471
800,587665
5,914285
5,711111
25,610687
25,533333
50,734787
50,677966
100,801753
100,756501
200,754605
200,712001
400,596475
400,610887
800,465274
800,478711
5,1280000
5,800000
25,629921
25,521172
50,779537
50,751173
100,606204
100,547242
200,716585
200,693813
400,601760
400,629379
800,468096
800,452944
