n_pkt,thput
5,711111
5,533333
5,426666
5,200000
25,1333333
25,788177
25,751173
25,1403508
50,650406
50,473723
50,470934
50,479400
100,521703
100,438506
100,430686
100,427378
200,361837
200,341823
200,330610
200,334061
400,334187
400,319762
400,320638
800,130512
800,133446
800,133542
800,128420
5,1066666
5,533333
5,581818
5,355555
25,1333333
25,864864
25,477611
25,677966
50,513231
50,489671
50,451339
50,460431
100,619554
100,516545
100,445604
100,440543
200,338870
200,387834
200,358719
200,355827
400,194683
400,181993
400,178955
400,178641
800,128364
800,129984
800,128512
800,126542
5,1066666
5,1066666
5,711111
5,336842
25,663900
25,476190
25,666666
25,514469
50,318566
50,301602
50,372526
50,300046
100,617313
100,469122
100,461927
100,440089
200,341640
200,340425
200,365101
200,356471
400,243434
400,241173
400,238807
400,230583
800,140668
800,135501
800,136662
800,134262
5,640000
5,533333
5,1280000
5,355555
25,935672
25,833333
25,727272
25,1045751
50,560420
50,498830
50,463768
50,462093
100,477701
100,479131
100,432651
100,413436
200,339635
200,333833
200,367578
200,354214
400,232232
400,239814
400,235298
400,229781
800,129797
800,126490
800,124086
800,124252
5,1600000
5,1280000
5,2133333
5,800000
25,601503
25,586080
25,414507
25,450704
50,722347
50,488549
50,479400
50,476190
100,425037
100,422163
100,415180
100,489577
200,231015
200,262577
200,237223
200,239179
400,221168
400,224807
400,216004
400,218949
800,124220
800,127749
800,126013
800,122707
5,426666
5,1066666
5,800000
5,355555
25,1134751
25,536912
25,403022
25,480480
50,764635
50,523303
50,512820
50,497280
100,501665
100,447708
100,415516
100,426380
200,330045
200,368849
200,354116
200,353103
400,184356
400,174235
400,176397
400,173429
800,127819
800,124923
800,123013
800,122157
5,914285
5,1600000
5,6400000
5,426666
25,567375
25,686695
25,377358
25,492307
50,617164
50,487062
50,470588
50,465793
100,618357
100,439032
100,428165
100,418027
200,337875
200,331059
200,350145
200,346918
400,253424
400,237063
400,240822
400,231114
800,137039
800,132205
800,134903
800,133731
5,2133333
5,914285
5,1280000
5,1600000
25,501567
25,355555
25,322580
25,307101
50,584474
50,507533
50,472324
50,458781
100,469466
100,437681
100,431412
100,414306
200,338445
200,361978
200,351539
200,345164
400,196417
400,190400
400,186439
400,185949
800,118839
800,116324
800,112364
800,111115
5,914285
5,457142
5,914285
5,355555
25,622568
25,542372
25,375586
25,430107
50,617164
50,514883
50,482290
50,477968
100,495451
100,461677
100,446927
100,419809
200,336941
200,361607
200,348323
200,334214
400,198914
400,208250
400,189941
400,196483
800,237796
800,222051
800,226214
5,1066666
5,800000
5,800000
5,220689
25,540540
25,480480
25,373831
25,339702
50,508744
50,480120
50,461760
50,462762
100,486045
100,430396
100,422721
100,414038
200,359172
200,340504
200,320220
200,383865
400,257417
400,236789
400,230481
400,228217
800,136048
800,135571
800,133554
800,133080
5,6400000
5,1600000
5,800000
5,220689
25,514469
25,446927
25,470588
25,399002
50,560911
50,507533
50,481565
50,460100
100,590951
100,489109
100,454868
100,433310
200,336013
200,394924
200,359348
200,351009
400,227717
400,221868
400,222134
400,220335
800,128142
800,125506
800,122448
800,123841
5,914285
5,1066666
5,581818
5,182857
25,372093
25,327868
25,304761
25,298507
50,571428
50,509960
50,475836
50,455840
100,343393
100,288223
100,281597
100,276517
200,341469
200,385426
200,353286
200,346507
400,242934
400,226511
400,225079
400,220757
800,135340
800,128929
800,126964
800,128162
5,800000
5,1600000
5,1280000
5,355555
25,507936
25,351648
25,536912
25,430107
50,625610
50,589318
50,512820
50,506730
100,499025
100,447161
100,438206
100,422581
200,332802
200,354312
200,339759
200,337686
400,245997
400,230630
400,231263
400,233672
800,120038
800,115273
800,116155
800,114903
5,1066666
5,1280000
5,426666
5,426666
25,519480
25,615384
25,361990
25,459770
50,564373
50,453900
50,435374
50,549828
100,745920
100,456165
100,441379
100,428093
200,360664
200,339455
200,335451
200,336355
400,202483
400,197193
400,190470
400,189327
800,137008
800,133573
800,138652
800,133462
5,1600000
5,3200000
5,1066666
5,426666
25,1269841
25,1081081
25,551724
25,666666
50,544680
50,521597
50,484481
50,470934
100,505828
100,447552
100,414172
100,408423
200,373259
200,345234
200,337541
200,411939
400,251277
400,233265
400,236485
400,227144
800,135907
800,133318
800,135957
800,133569
5,2133333
5,1600000
5,640000
5,336842
25,772946
25,579710
25,640000
25,540540
50,472324
50,387643
50,331778
50,336487
100,506930
100,472237
100,428667
100,416192
200,383621
200,341675
200,344097
200,416632
400,242013
400,247916
400,231125
400,232827
800,139467
800,137199
800,130415
800,135803
5,914285
5,800000
5,492307
5,336842
25,772946
25,512820
25,647773
25,606060
50,592592
50,536912
50,470934
50,470934
100,448100
100,433310
100,414373
100,482927
200,336443
200,326280
200,384196
200,363326
400,418672
400,362320
400,391613
800,136825
800,136611
800,134354
800,133902
5,3200000
5,2133333
5,1280000
5,256000
25,544217
25,422163
25,446927
25,438356
50,516545
50,474425
50,454545
50,452296
100,491268
100,438506
100,425956
100,541455
200,243265
200,284042
200,249500
200,246272
400,243885
400,221072
400,210786
400,208500
800,136244
800,134775
800,138785
800,132265
5,914285
5,1600000
5,1066666
5,355555
25,645161
25,417754
25,740740
25,403022
50,707182
50,533333
50,498442
50,493066
100,526099
100,467409
100,467665
100,430252
200,350372
200,334312
200,358029
200,385484
400,255191
400,245814
400,243280
400,229334
800,132319
800,129242
800,128920
800,127430
5,1600000
5,914285
5,400000
5,320000
25,634920
25,533333
25,380952
25,446927
50,787207
50,523731
50,493446
50,491174
100,493351
100,432724
100,413369
100,411707
200,382446
200,347024
200,340674
200,414541
400,241163
400,237405
400,233127
400,230980
800,131084
800,127942
800,125015
800,123687
