n_pkt,thput
5,6400000
5,4000000
5,4000000
25,1923076
25,1685985
25,1948842
50,2512760
50,2232298
50,2048655
100,1953452
100,2131379
100,1923654
200,2126554
200,2010918
200,2056142
400,1694060
400,1729167
400,1715386
800,1348116
800,1337080
800,1329473
5,2461538
5,1488372
5,1488372
25,3245436
25,2176870
25,2373887
50,2594244
50,2326426
50,2182066
100,2398800
100,2235222
100,2189531
200,2108123
200,2059160
200,1981232
400,1610911
400,1597055
400,1589802
800,1295143
800,1278254
800,1275697
5,2909090
5,1828571
5,2000000
25,2269503
25,2711864
25,2119205
50,2503912
50,2166553
50,2058539
100,1986806
100,1776297
100,1750307
200,1789834
200,1789771
200,1761235
400,1731162
400,1707605
400,1715120
800,1388044
800,1393443
800,1378463
5,5818181
5,5818181
5,4266666
25,2941176
25,2519685
25,2209944
50,1697162
50,1690885
50,1727395
100,1851985
100,1728211
100,1896436
200,1988426
200,2045341
200,2009734
400,1659825
400,1610366
400,1625254
800,1228178
800,1211701
800,1219344
5,4266666
5,2560000
5,4571428
25,1799775
25,1689545
25,2373887
50,2247980
50,2689075
50,2316322
100,2198368
100,2158516
100,2317371
200,2010247
200,1925934
200,1906499
400,1533112
400,1563102
400,1510524
800,1274902
800,1254776
800,1263206
