n_pkt,thput
1,2560000
1,2560000
1,2560000
1,853333
1,128000
1,150588
1,196923
1,142222
1,134736
1,256000
1,121904
1,196923
1,52244
1,44137
1,44137
1,44137
1,111304
1,44912
1,44912
1,44912
1,44137
1,102400
1,43389
1,43389
1,53333
1,32405
1,40634
1,40634
1,40000
1,36571
1,56888
1,39384
1,44137
1,102400
1,58181
1,37647
1,35555
1,41967
1,142222
1,32820
1,160000
1,142222
1,88275
1,170666
1,121904
1,134736
1,256000
1,365714
1,232727
1,365714
1,170666
1,170666
1,232727
1,426666
1,71111
1,91428
1,62439
1,65641
1,67368
1,73142
1,170666
1,170666
1,170666
1,170666
1,142222
1,134736
1,80000
1,28444
1,102400
1,17902
1,16305
1,18686
1,21333
1,28131
1,19393
1,20000
1,19844
1,18962
1,18823
1,19104
1,19692
1,19248
1,19393
1,20000
1,24150
1,60952
1,22456
1,60952
1,58181
1,14797
1,56888
1,58181
1,14712
1,14797
1,55652
1,14970
1,36056
1,56888
1,37647
1,19248
1,45714
1,48301
1,24150
1,12994
1,33246
1,16410
1,16305
1,128000
1,134736
1,150588
1,16100
1,256000
1,10987
1,1280000
1,11228
1,12075
1,10987
1,12367
1,13061
1,13128
1,12487
1,16410
1,182857
1,160000
1,182857
1,196923
1,182857
1,232727
1,10622
1,1280000
1,10666
1,12248
1,47407
1,182857
1,16410
1,182857
1,29767
1,23703
1,25346
1,51200
1,23703
1,44912
1,54468
1,43389
1,53333
1,2560000
1,116363
1,320000
1,17414
1,10622
1,49230
1,232727
1,1280000
1,213333
1,15421
1,14970
1,14065
1,20000
1,14545
1,47407
1,91428
1,14143
1,51200
1,80000
1,15147
1,16732
1,14628
1,14970
1,15609
1,16842
1,20645
1,16842
1,14545
1,14712
1,14222
1,14143
1,14382
1,14382
1,11130
1,14382
1,14065
1,14301
1,14065
1,14301
1,14463
1,14065
1,13473
1,13837
1,13403
1,111304
1,82580
1,80000
1,196923
1,80000
1,77575
1,80000
1,142222
1,75294
1,102400
1,43389
1,284444
1,320000
1,320000
1,256000
1,98461
1,170666
1,160000
1,182857
1,170666
1,170666
1,42666
1,12427
1,426666
1,426666
1,640000
1,196923
1,47407
1,56888
1,82580
1,128000
1,102400
1,116363
1,82580
1,64000
1,59534
1,69189
1,71111
1,60952
1,77575
1,59534
1,91428
1,59534
1,60952
1,82580
1,60952
1,62439
1,62439
1,426666
1,365714
1,426666
1,62439
1,82580
1,116363
1,106666
1,56888
1,75294
1,426666
1,65641
1,69189
1,640000
1,69189
1,77575
1,69189
1,88275
1,58181
1,65641
1,69189
1,512000
1,64000
1,75294
1,54468
1,17066
1,59534
1,82580
1,365714
1,31604
1,98461
1,32405
1,33246
1,32405
1,196923
1,106666
1,34133
1,106666
1,106666
1,82580
1,134736
1,88275
1,102400
1,98461
1,33246
1,80000
1,34133
1,98461
1,111304
1,91428
1,91428
1,33684
1,111304
1,34594
1,106666
1,34133
1,111304
1,106666
1,31604
1,33246
1,34133
1,102400
1,34594
1,116363
1,111304
1,41290
1,170666
1,106666
1,111304
1,426666
1,42666
1,426666
1,426666
1,48301
1,1280000
1,65641
1,49230
1,47407
1,45714
1,47407
1,182857
1,232727
1,46545
1,45714
1,46545
1,47407
1,365714
1,46545
1,45714
1,45714
1,134736
1,62439
1,69189
1,73142
1,23063
1,320000
1,640000
1,853333
1,853333
1,320000
1,853333
1,182857
1,640000
1,853333
1,2560000
1,71111
1,50196
1,2560000
1,1280000
1,853333
1,853333
1,1280000
1,232727
1,2560000
1,213333
1,512000
1,256000
1,36571
1,28444
1,49230
1,31604
1,58181
1,33246
1,320000
1,41967
1,88275
1,160000
1,48301
1,23486
1,52244
1,53333
1,30843
1,48301
1,51200
1,41967
1,58181
1,33684
1,60952
1,365714
1,512000
1,320000
1,232727
1,284444
1,29090
1,320000
1,284444
1,284444
1,232727
1,213333
1,256000
1,256000
1,232727
1,213333
1,256000
1,256000
1,42666
1,232727
1,213333
1,213333
1,41290
1,20813
1,196923
1,182857
1,196923
1,182857
1,160000
1,170666
1,170666
1,170666
1,182857
1,170666
1,170666
1,170666
1,160000
1,150588
1,150588
1,150588
1,150588
1,160000
1,170666
1,160000
1,170666
1,170666
1,170666
1,160000
1,160000
1,170666
1,182857
1,182857
1,196923
1,213333
1,213333
1,213333
1,196923
1,213333
1,232727
1,284444
1,232727
1,232727
1,320000
1,320000
1,284444
1,320000
1,365714
1,320000
1,365714
1,426666
1,426666
1,365714
1,365714
1,320000
1,365714
1,320000
1,320000
1,320000
1,320000
1,47407
1,44137
1,365714
1,47407
1,51200
1,365714
1,426666
1,12132
1,48301
1,50196
1,52244
1,640000
1,853333
1,853333
1,1280000
1,853333
1,640000
1,853333
1,853333
1,853333
1,1280000
1,2560000
1,2560000
1,47407
1,853333
1,1280000
1,2560000
1,2560000
1,2560000
1,853333
1,853333
1,1280000
1,853333
1,640000
1,512000
1,512000
1,426666
1,512000
1,512000
1,640000
1,640000
1,512000
1,853333
1,2560000
1,2560000
1,1280000
1,853333
1,640000
1,640000
1,512000
1,853333
1,640000
1,640000
1,853333
1,853333
1,2560000
1,640000
1,640000
1,853333
1,1280000
1,640000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,1280000
1,1280000
1,1280000
1,640000
1,2560000
1,2560000
1,1280000
1,853333
1,640000
1,512000
1,853333
1,1280000
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,2560000
1,853333
1,1280000
1,2560000
1,1280000
1,1280000
1,853333
1,853333
1,1280000
1,320000
1,853333
1,1280000
1,853333
1,853333
1,1280000
1,853333
1,640000
1,640000
1,853333
1,853333
1,1280000
1,1280000
1,853333
1,853333
1,365714
1,853333
1,853333
1,853333
1,512000
1,1280000
1,1280000
1,853333
1,853333
1,853333
1,853333
1,1280000
1,1280000
1,1280000
1,1280000
1,1280000
1,853333
1,640000
1,640000
1,512000
1,853333
1,1280000
1,853333
1,640000
1,853333
1,853333
1,640000
1,640000
1,512000
1,426666
1,426666
1,640000
1,853333
1,640000
1,640000
1,365714
1,232727
1,1280000
1,1280000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,2560000
1,1280000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,1280000
1,2560000
1,1280000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,853333
1,1280000
1,1280000
1,853333
1,2560000
1,1280000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,853333
1,853333
1,640000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,512000
1,512000
1,640000
1,1280000
1,853333
1,853333
1,1280000
1,853333
1,853333
1,640000
1,640000
1,853333
1,853333
1,640000
1,640000
1,853333
1,853333
1,640000
1,512000
1,512000
1,640000
1,640000
1,1280000
1,853333
1,853333
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,853333
1,640000
1,640000
1,640000
1,2560000
1,2560000
1,2560000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,640000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,1280000
1,1280000
1,1280000
1,853333
1,853333
1,1280000
1,640000
1,640000
1,640000
1,2560000
1,1280000
1,1280000
1,1280000
1,2560000
1,1280000
1,1280000
1,1280000
1,853333
1,853333
1,1280000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,853333
1,2560000
1,2560000
1,1280000
1,2560000
1,1280000
1,1280000
1,2560000
1,1280000
1,1280000
1,1280000
1,2560000
1,1280000
1,853333
1,853333
1,2560000
1,1280000
1,853333
1,853333
1,2560000
1,2560000
1,1280000
1,853333
1,640000
1,640000
1,640000
1,512000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,2560000
1,1280000
1,1280000
1,1280000
1,1280000
1,2560000
1,2560000
1,2560000
1,1280000
1,2560000
1,2560000
1,2560000
1,1280000
1,853333
1,853333
1,853333
1,2560000
1,1280000
1,1280000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,640000
1,2560000
1,2560000
1,1280000
1,1280000
1,1280000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,1280000
1,853333
1,853333
1,853333
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,853333
1,853333
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,853333
1,853333
1,640000
1,640000
1,512000
1,512000
1,426666
1,1280000
1,1280000
1,853333
1,2560000
1,1280000
1,1280000
1,853333
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,2560000
1,1280000
1,853333
1,853333
1,853333
1,2560000
1,1280000
1,1280000
1,853333
1,640000
1,640000
1,512000
1,512000
1,512000
1,426666
1,1280000
1,853333
1,853333
1,640000
1,640000
1,512000
1,512000
1,426666
1,426666
1,365714
1,365714
1,640000
1,640000
1,640000
1,512000
1,2560000
1,1280000
1,1280000
1,1280000
1,853333
1,853333
1,640000
1,640000
1,640000
1,512000
1,512000
1,426666
1,426666
1,365714
1,365714
1,320000
1,640000
1,512000
1,512000
1,426666
1,426666
1,426666
1,365714
1,365714
1,640000
1,640000
1,512000
1,512000
1,426666
1,426666
1,365714
1,365714
1,853333
1,640000
1,2560000
1,2560000
1,2560000
1,2560000
1,1280000
1,1280000
1,853333
1,640000
1,640000
1,512000
1,512000
1,426666
1,426666
1,426666
1,365714
1,365714
1,640000
1,640000
1,512000
1,512000
1,1280000
1,1280000
1,1280000
1,2560000
1,196923
1,426666
1,71111
1,426666
1,77575
1,365714
1,365714
1,213333
1,65641
1,196923
1,91428
1,59534
1,55652
1,60952
1,58181
1,45714
1,46545
1,38208
1,33684
1,33246
1,43389
1,38208
1,22456
1,22456
1,23925
1,22654
1,25098
1,28131
1,30476
1,29767
1,26122
1,18823
1,25098
1,25600
1,32820
1,50196
1,30843
1,52244
1,24150
1,29425
1,50196
1,50196
1,50196
1,232727
1,51200
1,49230
1,48301
1,55652
1,67368
1,111304
1,62439
1,80000
1,128000
1,41967
1,80000
1,160000
1,121904
1,426666
1,150588
1,134736
1,142222
1,150588
1,37101
1,128000
1,150588
1,160000
1,160000
1,182857
1,213333
1,232727
1,160000
1,121904
1,85333
1,98461
1,85333
1,64000
1,116363
1,426666
1,60952
1,134736
1,232727
1,284444
1,232727
1,196923
1,284444
1,196923
1,2560000
1,853333
1,284444
1,213333
1,284444
1,232727
1,232727
1,182857
1,196923
1,213333
1,82580
1,94814
1,77575
1,38208
1,65641
1,44912
1,42666
1,33684
1,35555
1,37101
1,36571
1,37101
1,51200
1,39384
1,29767
1,46545
1,38787
1,38208
1,59534
1,29767
1,30117
1,34594
1,28764
1,29767
1,34133
1,27826
1,30843
1,40000
1,80000
1,116363
1,36571
1,33246
1,58181
1,150588
1,170666
1,232727
1,182857
1,284444
1,150588
1,256000
1,213333
1,284444
1,170666
1,54468
1,256000
1,67368
1,196923
1,196923
1,56888
1,64000
1,128000
1,160000
1,121904
1,134736
1,121904
1,134736
1,116363
1,116363
1,82580
1,102400
1,111304
1,106666
1,94814
1,111304
1,33684
1,98461
1,106666
1,98461
1,102400
1,134736
1,121904
1,213333
1,111304
1,128000
1,106666
1,116363
1,196923
1,213333
1,102400
1,106666
1,106666
1,102400
1,111304
1,213333
1,106666
1,102400
1,111304
1,196923
1,213333
1,196923
1,213333
1,196923
1,196923
1,213333
1,213333
1,213333
1,213333
1,196923
1,256000
1,196923
1,256000
1,182857
1,232727
1,256000
1,232727
1,33246
1,39384
1,213333
1,38208
1,232727
1,38208
1,182857
1,23925
1,134736
1,150588
1,142222
1,98461
1,116363
1,213333
1,121904
1,182857
1,128000
1,88275
1,85333
1,82580
1,80000
1,80000
1,77575
1,77575
1,30476
1,73142
1,73142
1,121904
1,29425
1,69189
1,69189
1,69189
1,67368
1,65641
1,69189
1,67368
1,69189
1,73142
1,71111
1,71111
1,71111
1,69189
1,62439
1,62439
1,65641
1,65641
1,75294
1,102400
1,106666
1,94814
1,94814
1,116363
1,121904
1,121904
1,116363
1,37101
1,111304
1,38208
1,320000
1,256000
1,853333
1,71111
1,73142
1,94814
1,69189
1,853333
1,284444
1,213333
1,232727
1,256000
1,320000
1,320000
1,320000
1,213333
1,284444
1,284444
1,170666
1,160000
1,196923
1,196923
1,320000
1,2560000
1,1280000
1,320000
1,2560000
1,1280000
1,2560000
1,2560000
1,365714
1,213333
1,182857
1,160000
1,170666
1,365714
1,320000
1,170666
1,160000
1,320000
1,1280000
1,77575
1,365714
1,116363
1,102400
1,71111
1,111304
1,142222
1,37647
1,51200
1,54468
1,34133
1,37647
1,33684
1,34594
1,134736
1,38787
1,39384
1,37647
1,29425
1,38787
1,26947
1,38787
1,2560000
1,34594
1,426666
1,36571
1,32820
1,36056
1,36056
1,30843
1,34133
1,31219
1,45714
1,2560000
1,33684
1,1280000
1,2560000
1,213333
1,213333
1,196923
1,116363
1,213333
1,160000
1,213333
1,320000
1,160000
1,160000
1,2560000
1,36056
1,365714
1,98461
1,54468
1,213333
1,213333
1,60952
1,77575
1,128000
1,853333
1,49230
1,111304
1,111304
1,102400
1,232727
1,37647
1,44137
1,69189
1,75294
1,27826
1,17655
1,20645
1,18550
1,18962
1,18028
1,18686
1,17181
1,11636
