n_pkt,thput
5,711111
5,640000
25,1066666
25,1052631
50,791100
50,691891
100,1219628
100,1087510
200,944388
200,906676
400,824991
400,1004266
800,527447
800,534451
5,2133333
5,426666
25,758293
25,538720
50,1252446
50,1094017
100,1100128
100,1269841
200,984615
200,1090986
400,759714
400,805253
800,540620
800,558833
5,800000
5,457142
25,1428571
25,1073825
50,948148
50,866035
100,825274
100,707768
200,950171
200,1022058
400,728929
400,697428
800,563880
800,553577
5,914285
5,355555
25,586080
25,812182
50,992248
50,922190
100,1133244
100,1060480
200,922771
200,921941
400,898166
400,765936
800,558810
800,546680
5,1600000
5,336842
25,820512
25,561403
50,724801
50,918220
100,1051766
100,968229
200,898088
200,981124
400,813069
400,772713
800,570956
800,559566
5,581818
5,376470
25,1568627
50,1006289
50,958083
100,1110147
100,1055670
200,953533
200,929135
400,788511
400,829519
800,563832
800,552833
5,711111
5,336842
25,1073825
25,581818
50,966767
50,955223
100,1028112
100,985752
200,657717
200,622303
400,832266
400,776713
800,570729
800,596308
5,1280000
5,711111
25,1553398
25,1280000
50,1001564
50,939794
100,1126760
100,1337513
200,926864
200,1100483
400,744470
400,817581
800,557258
800,554983
5,1066666
5,711111
25,952380
50,760095
50,1086587
100,1191251
100,1461187
200,981218
200,947358
400,762798
400,788071
800,564074
800,554737
5,1066666
5,336842
25,555555
25,474777
50,1097770
50,827943
100,939449
100,896044
200,967863
200,1045324
400,762117
400,781694
800,446829
800,447928
5,711111
5,336842
25,730593
25,812182
50,1082910
50,981595
100,1081537
100,1151596
200,977099
200,890822
400,884035
400,755468
800,487045
800,477464
5,1280000
5,376470
25,935672
25,1203007
50,815286
50,1157323
100,1061359
100,1028525
200,1004315
200,938416
400,752291
400,772494
800,602016
800,571151
5,711111
5,426666
25,1495327
25,1509433
50,1165755
50,1267326
100,1389793
100,1308793
200,925775
200,954333
400,794568
400,767041
800,532063
800,541644
5,533333
5,355555
25,486322
25,608365
50,1373390
50,1280000
100,1127256
100,978967
200,1042769
200,950348
400,768985
400,798705
800,566938
800,541657
5,2133333
5,426666
25,1322314
25,569395
50,1020733
50,875512
100,1146953
100,1034343
200,644308
200,625458
400,563558
400,546133
800,528959
800,539383
5,1280000
5,355555
25,669456
25,1151079
50,1370449
50,1290322
100,1122314
100,1121331
200,954867
200,916331
400,1091480
400,829569
800,553220
800,601543
5,640000
5,400000
25,935672
25,1059602
50,1122807
50,829015
100,1174850
100,1474654
200,967863
200,1071465
400,814864
400,746586
800,562985
800,555817
5,1600000
5,376470
25,824742
25,555555
50,1144901
50,713489
100,1081537
100,1060920
200,1069786
200,988035
400,762046
400,773472
800,567212
800,557360
5,1600000
5,492307
25,1553398
25,1367521
50,995334
50,816326
100,1005893
100,917891
200,1011857
200,928377
400,785306
400,825357
800,577283
800,531842
5,2133333
5,426666
25,788177
25,583941
50,1165755
50,911680
100,1159945
100,1057851
200,1038855
200,972182
400,812650
400,759686
800,541630
800,539374
