n_pkt,thput
5,3200000
5,5818181
25,4892966
25,3180914
50,3909590
50,3354297
100,3701561
100,3460394
200,3338332
200,3291228
400,3127744
400,3062407
800,2657212
800,2624505
5,3764705
5,3047619
25,3418803
25,3001876
50,3676048
50,3350785
100,3458524
100,3352101
200,3300776
200,3330297
400,2673018
400,2609548
800,2335723
800,2377424
5,5818181
5,4266666
25,4347826
25,3404255
50,3016022
50,2701561
100,3485838
100,3396576
200,3318211
200,3393875
400,3148105
400,3091110
800,2463285
800,2509023
5,6400000
5,4571428
25,3397027
25,3059273
50,3422459
50,4042956
100,3633267
100,3439011
200,3412992
200,3315525
400,2960821
400,3034591
800,2660915
800,2627927
5,4000000
5,2064516
25,4371584
25,3271983
50,3204807
50,3402445
100,3468834
100,3773584
200,3439242
200,3346077
400,3107503
400,3043316
800,2668638
800,2619985
