n_pkt,thput
5,3200000
5,4266666
5,6400000
5,2133333
25,1163636
25,835509
25,852197
25,822622
50,1743869
50,1610062
50,1265447
50,1224880
100,1015570
100,1134877
100,1023488
100,986702
200,1116197
200,923875
200,946417
200,926361
400,754279
400,732484
400,727198
400,725694
800,442440
800,436280
800,433916
800,433803
5,2133333
5,1505882
5,2133333
5,1828571
25,1262327
25,1252446
25,1209829
25,1149012
50,1283208
50,1170018
50,1146953
50,1137777
100,1367704
100,1173370
100,1152244
100,1154192
200,987606
200,1028086
200,973916
200,966653
400,719217
400,688785
400,686275
400,693308
800,441117
800,430089
800,437915
800,432679
5,2844444
5,1600000
5,1969230
5,1113043
25,1295546
25,1095890
25,1207547
25,1047463
50,1308793
50,1660181
50,1152633
50,1208687
100,1324195
100,1145798
100,1160077
100,1119492
200,756682
200,709940
200,781336
200,697120
400,746440
400,722889
400,715689
400,715993
800,448573
800,441096
800,442320
800,435963
5,3657142
5,2327272
5,1969230
5,2327272
25,1412803
25,1412803
25,1159420
25,1388286
50,1459521
50,1623335
50,1221957
50,1178637
100,1114012
100,1142729
100,1226347
100,1086818
200,776242
200,709472
200,726537
200,703127
400,624518
400,601868
400,613609
400,607316
800,424105
800,414712
800,401065
800,407353
5,3657142
5,1422222
5,3657142
5,1969230
25,1182994
25,1200750
25,1295546
25,1739130
50,1346659
50,1654815
50,1186833
50,1165225
100,1410856
100,1060810
100,1190697
100,1040121
200,780443
200,742620
200,722513
200,708760
400,627426
400,620204
400,615682
400,608152
800,462323
800,460504
800,462573
800,464772
