n_pkt,thput
5,1828571
5,1347368
5,1280000
25,1624365
25,1397379
25,1419068
50,1543098
50,1620253
50,1586121
100,1829551
100,1677038
100,1606274
200,1151661
200,1060260
200,1083712
400,1204112
400,1165532
400,1148126
800,770558
800,755712
800,762973
5,4266666
5,2844444
5,1163636
25,1628498
25,1403508
25,1484918
50,1210401
50,1156278
50,1258603
100,1634999
100,1740608
100,1556940
200,1071185
200,1117781
200,1077724
400,906184
400,879531
400,883239
800,682325
800,661536
800,663329
5,5120000
5,6400000
5,2133333
25,1488372
25,1257367
25,1182994
50,1586121
50,1848375
50,1699867
100,1191945
100,1231509
100,1150561
200,1562583
200,1424893
200,1418331
400,1039369
400,1065265
400,1027590
800,779915
800,767067
800,763205
5,2560000
5,1280000
5,984615
25,2293906
25,1823361
25,1921921
50,1734417
50,1626429
50,1540312
100,1641025
100,1553869
100,1583178
200,1407221
200,1474017
200,1518668
400,1179171
400,1150909
400,1118819
800,768575
800,752340
800,743536
5,1706666
5,2327272
5,948148
25,1684210
25,1397379
25,1422222
50,1512108
50,1649484
50,1519287
100,1751924
100,1570311
100,1607030
200,2433460
200,2793616
400,1195903
400,1159461
400,1149270
800,702892
800,679784
800,682201
