n_pkt,thput
5,376470
5,220689
5,91428
5,130612
5,92753
5,116363
5,103225
5,168421
5,426666
5,400000
5,426666
5,133333
5,168421
5,128000
5,400000
5,336842
5,116363
5,128000
5,120754
5,156097
5,116363
5,142222
5,139130
5,86486
5,86486
5,168421
5,193939
5,278260
5,228571
5,106666
5,213333
5,156097
5,77108
5,213333
5,193939
5,256000
5,336842
5,142222
5,118518
5,118518
5,278260
5,246153
5,220689
5,200000
5,142222
5,400000
5,130612
5,426666
5,246153
5,376470
5,492307
5,246153
5,228571
5,182857
5,177777
5,160000
5,336842
5,160000
5,355555
5,213333
5,182857
5,457142
5,75294
5,278260
5,228571
5,116363
5,246153
5,88888
5,290909
5,86486
5,36781
5,32989
5,142222
5,53333
5,50393
5,120754
5,290909
5,82051
5,200000
5,66666
5,457142
5,213333
5,533333
5,92753
5,118518
5,182857
5,290909
5,145454
5,200000
5,320000
5,133333
5,640000
5,533333
5,800000
5,355555
5,213333
5,492307
5,133333
5,128000
5,160000
5,800000
5,492307
5,290909
5,188235
5,139130
5,133333
5,148837
5,136170
5,130612
5,43243
5,200000
5,213333
5,110344
5,220689
5,228571
5,256000
5,139130
5,426666
5,148837
5,136170
5,106666
5,177777
5,800000
5,256000
5,228571
5,160000
5,206451
5,256000
5,133333
5,213333
5,237037
5,160000
5,355555
5,290909
5,145454
5,104918
5,90140
5,94117
5,914285
5,213333
5,800000
5,266666
5,336842
5,118518
5,220689
5,426666
5,206451
5,304761
5,256000
5,256000
5,160000
5,156097
5,193939
5,90140
5,156097
5,136170
5,106666
5,49612
5,36781
5,172972
5,182857
5,182857
5,94117
5,118518
5,228571
5,168421
5,168421
5,148837
5,35164
5,220689
5,256000
5,376470
5,200000
5,581818
5,91428
5,228571
5,800000
5,160000
5,320000
5,800000
5,320000
5,492307
5,400000
5,492307
5,336842
5,168421
5,182857
5,581818
5,581818
5,256000
5,220689
5,177777
5,266666
5,103225
5,136170
5,182857
5,128000
5,177777
5,148837
5,139130
5,145454
5,33862
5,290909
5,68085
5,355555
5,355555
5,35164
5,160000
5,108474
5,116363
5,172972
5,85333
5,79012
5,52459
5,73563
5,42666
5,41558
5,64000
5,47407
5,70329
5,71910
5,69565
5,68817
5,85333
5,85333
5,128000
5,116363
5,56140
5,55652
5,62135
5,49230
5,304761
