n_pkt,thput
5,2909090
5,2666666
5,1729729
5,2782608
25,1746724
25,1500938
25,1438848
25,1381692
50,1428890
50,1514076
50,1275662
50,1251711
100,1731953
100,1507833
100,1568147
100,1583374
200,1546594
200,1408353
200,1441177
200,1452173
400,1045999
400,1060664
400,1016480
400,1030432
800,829160
800,823564
800,820446
800,825950
5,4000000
5,3764705
5,2666666
5,2370370
25,1438848
25,1807909
25,1273885
25,1228878
50,1756793
50,1359677
50,1307456
50,1287208
100,1722282
100,1556893
100,1587990
100,1543284
200,1440144
200,1408276
200,1382326
200,1348734
400,1042064
400,1015092
400,1026144
400,1019387
800,744278
800,733911
800,735057
800,737230
5,4000000
5,1488372
5,1361702
5,1600000
25,1624365
25,1542912
25,1960784
25,1519468
50,1272618
50,1376344
50,1275917
50,1178854
100,2800875
100,2696155
200,1212652
200,1163715
200,1193348
200,1174877
400,916160
400,900720
400,899438
400,887457
800,1352210
800,1343984
800,1331794
5,4923076
5,2461538
5,2285714
5,1939393
25,2698145
25,1995012
25,1671891
25,1612903
50,1989431
50,1463191
50,1289023
50,1330008
100,1285786
100,1376344
100,1266135
100,1234984
200,1383596
200,1274075
200,1282709
200,1251007
400,1145196
400,1126035
400,1134893
400,1131060
800,1116982
800,1097323
800,1084617
5,3555555
5,3200000
5,1939393
5,2909090
25,1493930
25,1172161
25,1113430
25,1064537
50,1356506
50,1476355
50,1316060
50,1311206
100,1205897
100,1305123
100,1169804
100,1153568
200,1143814
200,1064825
200,1083139
200,1073994
400,944926
400,912597
400,900906
400,894567
800,855748
800,843196
800,845957
800,838446
