n_pkt,thput
5,800000
5,355555
25,1103448
25,650406
50,1538461
50,1075630
100,1736770
100,1364605
200,1161919
200,1069005
400,1070234
400,866273
800,624192
800,617023
5,2133333
5,320000
25,1006289
25,549828
50,1272365
50,1520190
100,1328489
100,1112559
200,786120
200,727893
400,644684
400,625410
800,636922
800,607649
5,711111
5,320000
25,1280000
25,1081081
50,1235521
50,838794
100,843492
100,786965
200,1215430
200,1106548
400,935758
400,886503
800,514653
800,494857
5,1066666
5,426666
25,1259842
25,559440
50,784313
50,1134751
100,1308124
100,1174850
200,1209686
200,1102735
400,873608
400,855346
800,601570
800,631207
5,581818
5,426666
25,879120
25,498442
50,1481481
50,887656
100,1197380
100,1192917
200,1246196
200,1116928
400,942844
400,895868
800,607057
800,626412
5,1066666
5,228571
25,1134751
25,561403
50,1252446
50,873124
100,1209829
100,1171624
200,1051766
200,1168016
400,923042
400,883444
800,626345
800,614410
5,492307
5,355555
25,1269841
25,547945
50,1502347
50,1252446
100,2129783
100,1390548
200,1080282
200,1046072
400,628288
400,611361
800,631813
800,618553
5,278260
5,426666
25,1280000
25,613026
50,830090
50,1028938
100,1284495
100,1166287
200,1073487
200,1107745
400,890144
400,948301
800,628565
800,626308
5,711111
5,336842
25,608365
25,451977
50,1070234
50,786240
100,1203573
100,929219
200,1190559
200,1107386
400,1335986
400,951385
800,627124
800,641154
5,581818
5,336842
25,617760
25,451977
50,1223709
50,1047463
100,848806
100,797756
200,1061249
200,1127380
400,975493
400,890647
800,622977
800,643190
5,914285
5,213333
25,824742
25,536912
50,1338912
50,1257367
100,1574415
100,1330561
200,1267169
200,1072588
400,907298
400,863643
800,627612
800,618770
5,581818
5,355555
25,846560
25,486322
50,1128747
50,845442
100,1072925
100,1150561
200,1136010
200,1076195
400,948257
400,883615
800,658502
800,624949
5,492307
5,336842
25,1081081
25,599250
50,1061359
50,728100
100,1291624
100,1175390
200,1136010
200,1251986
400,930443
400,875269
800,617067
800,621871
5,400000
5,426666
25,816326
25,565371
50,1839080
50,945347
100,1978361
100,1561928
200,1103924
200,1180267
400,616190
400,627643
800,636034
800,610284
5,457142
5,336842
25,812182
25,529801
50,1277445
50,861372
100,1665582
100,1297516
200,1101312
200,1094718
400,617760
400,625400
800,481890
800,500410
5,304761
5,246153
25,1280000
25,613026
50,825806
50,1111111
100,1221374
100,1169483
200,1014263
200,933284
400,1248475
400,984426
800,625823
800,610225
5,711111
5,426666
25,1194029
25,561403
50,1037277
50,785276
100,1171624
100,1289672
200,2748255
400,935309
400,886503
800,607839
800,607845
5,914285
5,128000
25,533333
25,761904
50,1344537
50,1282565
100,1578298
100,1253672
200,1107985
200,1095773
400,962586
400,834862
800,649365
800,616083
5,246153
5,320000
25,1553398
25,1797752
50,834419
50,1203007
100,1990668
100,1383036
200,1141455
200,1066111
400,1019717
400,914734
800,632484
800,666281
5,640000
5,355555
25,606060
25,754716
50,1588089
50,1250000
100,1120350
100,1112076
200,1138663
200,1077894
400,953911
400,898422
800,622005
800,634714
