n_pkt,thput
5,1280000
5,800000
5,400000
25,571428
25,477611
25,441988
50,945347
50,773881
50,713489
100,881239
100,1096829
200,376539
200,406462
200,388644
400,452356
400,350058
400,423617
800,246585
800,244187
800,239118
5,1066666
5,3200000
5,1600000
25,629921
25,573476
25,686695
50,730593
50,655066
50,632411
100,864572
100,649911
100,650241
200,508112
200,523249
200,557673
400,427552
400,378096
400,385067
800,248363
800,245469
800,243155
5,819200
5,492307
5,213333
25,820512
25,692640
25,1081081
50,663900
50,475836
50,493446
100,711704
100,647281
100,597154
200,570060
200,490844
200,607895
400,357869
400,341720
400,345182
800,237202
800,233600
800,231205
5,355555
5,1066666
5,336842
25,625000
25,559440
25,898876
50,780487
50,726447
50,677966
100,662011
100,607066
100,612733
200,512589
200,608726
200,482882
400,323464
400,306974
400,309470
800,250644
800,241166
800,242046
5,1066666
5,640000
5,320000
25,555555
25,469208
25,573476
50,743321
50,673684
50,627450
100,614056
100,602352
100,583808
200,364594
200,349750
200,350913
400,394293
400,371708
400,384496
800,239876
800,235933
800,235494
5,581818
5,640000
5,278260
25,632411
25,440771
25,544217
50,562390
50,443520
50,432432
100,646954
100,603631
100,576706
200,374583
200,352847
200,407351
400,376031
400,387614
400,379991
800,248844
800,237482
800,240337
5,914285
5,800000
5,355555
25,914285
25,816326
25,820512
50,779537
50,600375
50,607787
100,670332
100,636974
100,579054
200,477924
200,528516
200,512717
400,332661
400,324124
400,323056
800,249074
800,241762
800,239069
5,1280000
5,711111
5,355555
25,808080
25,804020
25,561403
50,690399
50,623174
50,607210
100,719505
100,653561
100,596597
200,507634
200,517276
200,559960
400,396453
400,385092
400,378407
800,233155
800,229071
800,226890
5,1280000
5,914285
5,336842
25,613026
25,549828
25,1095890
50,747663
50,645161
50,626836
100,631475
100,593829
100,579185
200,518507
200,489553
200,551902
400,135118
400,503126
400,469504
800,219031
800,215844
800,205811
5,914285
5,1280000
5,800000
25,622568
25,553633
25,496894
50,665972
50,568888
50,510366
100,615828
100,507936
100,491457
200,409960
200,440373
200,421694
400,333482
400,326112
400,324009
800,218021
800,213513
800,213016
5,1066666
5,376470
5,278260
25,390243
25,347826
25,315581
50,739030
50,593692
50,545144
100,395366
100,343762
100,337374
200,442027
200,422965
200,413153
400,263638
400,254394
400,253054
800,218635
800,216536
800,211015
5,914285
5,581818
5,320000
25,553633
25,509554
25,421052
50,699453
50,589318
50,533778
100,757172
100,559562
100,520219
200,343912
200,300487
200,319172
400,325306
400,321597
400,313812
800,211970
800,214764
800,209183
5,1280000
5,492307
5,304761
25,625000
25,476190
25,461095
50,642570
50,532889
50,504334
100,547945
100,528379
100,480931
200,507081
200,486969
200,412770
400,329774
400,339078
400,320545
800,218335
800,211263
800,214099
5,581818
5,581818
5,355555
25,1066666
25,573476
25,586080
50,758293
50,573991
50,532889
100,554592
100,484664
100,473285
200,441417
200,420033
200,413119
400,327276
400,333686
400,326725
800,217047
800,211036
800,210330
5,711111
5,800000
5,800000
25,563380
25,506329
25,469208
50,631163
50,521597
50,518638
100,502749
100,491740
100,475836
200,425390
200,413369
200,452876
400,328073
400,320050
400,321275
800,214268
800,219702
800,214643
5,914285
5,1066666
5,800000
25,597014
25,415584
25,363636
50,543293
50,407124
50,393120
100,525559
100,516754
100,662183
200,459811
200,428523
200,420966
400,336123
400,317460
400,330955
800,217989
800,214001
800,213278
5,1066666
5,581818
5,492307
25,544217
25,503144
25,461095
50,573991
50,440467
50,438056
100,481746
100,464441
100,450862
200,320160
200,303578
200,300416
400,336731
400,281941
400,327753
800,197137
800,199316
800,194968
5,1066666
5,914285
5,492307
25,601503
25,483383
25,424403
50,525020
50,466472
50,473372
100,533000
100,485676
100,445372
200,389664
200,383908
200,374241
400,315030
400,321486
400,308715
800,186460
800,187905
800,184282
5,914285
5,581818
5,711111
25,540540
25,469208
25,432432
50,665280
50,515713
50,488549
100,439560
100,432140
100,423911
200,412138
200,375091
200,388217
400,308185
400,302839
400,301316
800,191401
800,186804
800,191177
5,800000
5,581818
5,278260
25,533333
25,469208
25,412371
50,520325
50,490421
50,441683
100,581421
100,497860
100,445527
200,444560
200,383649
200,399080
400,311243
400,303445
400,297544
800,205355
800,204700
800,197237
