n_pkt,thput
5,182857
25,672268
50,1370449
100,2218370
200,2843654
400,3187300
800,3508125
5,304761
25,603773
50,1128747
100,1781489
200,2865137
400,3542333
800,3348114
5,246153
25,608365
50,1325051
100,2059533
200,2974150
400,3244613
800,3660411
5,457142
25,1391304
50,1292929
100,2028526
200,2979342
400,3063346
800,3469642
5,220689
25,617760
50,1553398
100,2283675
200,2864335
400,3235387
800,3563598
5,355555
25,613026
50,1287726
100,2312556
200,2703987
400,3650298
800,3359648
5,355555
25,601503
50,1105354
100,2431149
200,2754168
400,3377865
800,3640807
5,256000
25,640000
50,1303462
100,2245614
200,2823269
400,3517389
800,3631205
5,220689
25,647773
50,1325051
100,2408278
200,2882071
400,3338767
800,3028074
5,256000
25,610687
50,1336116
100,2038216
200,2810870
400,3333333
800,3483585
5,355555
25,620155
50,1325051
100,2381395
200,2862734
400,3251051
800,3612709
5,355555
25,613026
50,1409691
100,2105263
200,2662506
400,3197252
800,2561480
5,266666
25,642570
50,1287726
100,2251539
200,2886133
400,3423890
800,3546397
5,457142
25,594795
50,1553398
100,2335766
200,2865938
400,3339039
800,3660738
5,256000
25,613026
50,1376344
100,2136894
200,2724128
400,3216080
800,3540037
5,355555
25,599250
50,1274900
100,2228024
200,2892655
400,3313647
800,3611754
5,355555
25,615384
50,1382289
100,2316742
200,2839711
400,2398547
800,2899258
5,426666
25,958083
50,1128747
100,2459173
200,2612911
400,3532252
800,3520942
5,355555
25,672268
50,1280000
100,2191780
200,2993276
400,3481217
800,3632413
5,220689
25,615384
50,1516587
100,2224152
200,2793997
400,3227992
800,3657306
